AKK	ENG	Frequency
LUGAL	king	3
né-eḫ-ti	to live	1
DINGIR DINGIR	gods	1
ŠÁR	of world	1
aš-ša-an KUR	of Anšan	1
DUMU	son	1
m kam-bu-zi-ia	of Cambyses	1
KUR aš-ša-an	of Anšan	1
GAL GAL	great	1
šu-ub-ti	I allowed	1
kal	all	1
KUR KUR	of lands	1
a-na	in	1
qá-ti-ia	my hands	1
KUR	land	1
ú-še-šib	undisturbed	1
SI A-ma	placed	1
m ku-ra-áš	Cyrus	1
