"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"9a02e4f5-a9a5-497a-be89-46eaaf2aba05","cts-import.tei.xml","Πύλον","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[4]::6;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[4]::11","PLACE","http://pleiades.stoa.org/places/570640","Pylos/Koryphasion|Pylos/Koryphasion, Pylos","-0750/0640","36.91198","21.69583","settlement","VERIFIED","","","",""
"16ea43db-074a-4752-b39a-309a2ba35c77","cts-import.tei.xml","Νηλῆος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[4]::13;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[4]::19","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Neleus","","",""
"ff928002-0693-4d05-b3ca-9b2c09b26378","cts-import.tei.xml","Τηλέμαχος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[12]::10;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[12]::19","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Telemachus","","",""
"b023a1dc-44b2-41f5-8aca-2f8ad3a2acf1","cts-import.tei.xml","Ἀθήνη","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[12]::40;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[12]::45","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Athena","","",""
"55b28674-1424-4c66-b94a-a475fae5d3f4","cts-import.tei.xml","Ἀθήνη","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[13]::37;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[13]::42","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Athena","","",""
"f1c04d5a-c868-40de-a85a-d225a092f158","cts-import.tei.xml","Τηλέμαχʼ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[1]/l[1]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[1]/l[1]::8","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Telemachus","","",""
"798e86ca-7387-4c19-b9e6-76613dd0a22c","cts-import.tei.xml","Νέστορος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[1]/l[4]::22;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[1]/l[4]::30","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Nestor_(mythology)","","",""
"194d0f7c-286c-451e-9d34-2aef64840322","cts-import.tei.xml","Τηλέμαχος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[14]::10;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[14]::19","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Telemachus","","",""
"9bb94137-41bf-4553-aaf9-93b143642730","cts-import.tei.xml","Μέντορ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[2]/l[1]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[2]/l[1]::6","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Mentor_(Odyssey)","","",""
"d7c86b2a-e4d3-4a65-b80e-f4d89d69f4d9","cts-import.tei.xml","Ἀθήνη","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[15]::37;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[15]::42","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Athena","","",""
