"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"64fda48a-fa72-4825-835c-c152d24b6f3c","cts-import.tei.xml","Ἀφροδίτης","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[14]::30;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[14]::39","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Aphrodite","","",""
"612a6b6c-1149-46e0-a1f3-eaec1e1e30f6","cts-import.tei.xml","Μενελάου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[16]::18;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[16]::26","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"427e0954-5cdf-4df1-8bae-5bed9a67228c","cts-import.tei.xml","Τηλέμαχός","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[21]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[21]::9","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Telemachus","","",""
"b4dcd697-aaa1-4a49-adb8-7a85f9f41e2b","cts-import.tei.xml","Νέστορος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[21]::22;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[21]::30","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Nestor_(mythology)","","",""
"5ec2d77c-7b83-416f-8a2b-1f274ef9bf3f","cts-import.tei.xml","Ἐτεωνεύς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[22]::35;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[22]::43","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Eteoneus","","",""
"66772b4b-1e2b-4e69-aeca-5a9901300db9","cts-import.tei.xml","Μενελάου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[23]::16;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[23]::24","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"54fa6eb3-241d-4ffd-9f41-5172573f77b2","cts-import.tei.xml","Μενέλαε","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[1]/l[1]::32;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[1]/l[1]::39","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"bdab67ac-4c71-4f69-86cc-f484c3115dac","cts-import.tei.xml","Διὸς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[1]/l[2]::20;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[1]/l[2]::24","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Zeus","","",""
"aa2d9b34-eaf3-4bbf-83ad-4103e5ca24ab","cts-import.tei.xml","Μενέλαος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[26]::35;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[26]::43","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"56da898d-dde3-436e-ad46-9daeb0b996a6","cts-import.tei.xml","Βοηθοΐδη Ἐτεωνεῦ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[2]/l[1]::20;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[2]/l[1]::36","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Eteoneus","","",""
"b54c33b7-4279-4352-a4c8-82eac1bf0f85","cts-import.tei.xml","Ζεὺς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[2]/l[4]::41;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[2]/l[4]::45","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Zeus","","",""
"c8545799-7049-4abc-b96b-51edc98d18b7","cts-import.tei.xml","Μενελάου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::19;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::27","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"0d05921a-cf7d-4e59-8655-1af8a2790121","cts-import.tei.xml","Ἀτρεΐδην Μενέλαον","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::26;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::43","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"612be2e8-f309-4d1e-9d31-1ece3c7b6690","cts-import.tei.xml","Μενέλαος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[49]::34;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[49]::42","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"93c4468e-3aed-4ddc-a838-c313053d3d00","cts-import.tei.xml","Τηλέμαχος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[54]::8;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[54]::17","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Telemachus","","",""
"ba0fd3c9-e32d-486e-b41c-403987bdb45e","cts-import.tei.xml","Νέστορος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[54]::29;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[54]::37","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Nestor_(mythology)","","",""
"6daac8fc-a895-4ff4-9591-b53cd367c65d","cts-import.tei.xml","Νεστορίδη","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[4]/l[1]::8;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[4]/l[1]::17","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Nestor_(mythology)","","",""
"ad6b3907-30d7-4a11-b172-dece4fea91a8","cts-import.tei.xml","Ζηνός","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[4]/l[4]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[4]/l[4]::5","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Zeus","","",""
"ace1c32f-e096-486d-bc11-805288f8e96c","cts-import.tei.xml","Ὀλυμπίου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[4]/l[4]::20;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[4]/l[4]::28","PLACE","http://pleiades.stoa.org/places/570531","Olympia|Olympia, Archaia Olympia","-0750/0300","37.637849","21.630126","palaistra,sanctuary,temple-2","VERIFIED","","","",""
"d71ec4d2-f1ae-4b5c-9f75-3d7d6adf1639","cts-import.tei.xml","Μενέλαος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[56]::33;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[56]::41","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"7108acea-187b-4076-b669-5abde589fcea","cts-import.tei.xml","Ζηνὶ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[1]::18;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[1]::22","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Zeus","","",""
"3aea2e0c-7c96-4c36-ac92-f479ba36f6d8","cts-import.tei.xml","Κύπρον","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[6]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[6]::6","PLACE","http://pleiades.stoa.org/places/707498","Cyprus (island)","-0030/2100","35.040883529816504","33.27533716422018","island","VERIFIED","","","",""
"e47890e8-1c26-4679-a0e3-aca49903bf50","cts-import.tei.xml","Φοινίκην","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[6]::7;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[6]::15","PLACE","http://pleiades.stoa.org/places/678334","Phoenice","-0750/0640","33.25","35.25","region","VERIFIED","","","",""
"e231beea-0d74-4dd2-a980-965b8827f826","cts-import.tei.xml","Αἰγυπτίους","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[6]::23;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[6]::33","PLACE","http://sws.geonames.org/357994","Egypt","","26.4902014068366","29.880796169773134","","VERIFIED","","","",""
"29c321d7-9469-4828-96c0-99cd7d268dc9","cts-import.tei.xml","Αἰθίοπάς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[7]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[7]::8","PLACE","http://geo-kima.org/place/6924","Ethiopia","","","","","VERIFIED","","""the Ethiopians""","",""
"5dad93e0-3fc1-4e3d-9e20-aa35bdd11e8c","cts-import.tei.xml","Σιδονίους","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[7]::23;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[7]::32","PLACE","http://pleiades.stoa.org/places/678393","Sidon/Col. Aurelia Pia|Sidon/Col. Aurelia Pia, Saida (Sidon)","-2600000/2000","33.560243","35.371208","settlement","VERIFIED","","""the Sidonians""","",""
"ce3b104a-f44c-4bd1-a53a-5eb72b41e139","cts-import.tei.xml","Ἐρεμβοὺς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[7]::37;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[7]::45","PLACE","","","","","","","NOT_IDENTIFIABLE","","""the Erembi""","",""
"c2b931b0-cdf5-4bab-95ae-48b3c2348d80","cts-import.tei.xml","Λιβύην","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[8]::4;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[8]::10","PLACE","http://pleiades.stoa.org/places/991388","Libya Inferior","","32.5","27.5","province","VERIFIED","","","",""
"7271e7e0-f426-4ffb-807b-65651fec82de","cts-import.tei.xml","Τροίῃ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[22]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[22]::5","PLACE","http://pleiades.stoa.org/places/550595","Ilium/Troia|Ilium/Troia, Hisarlık","-0750/2100","39.9577","26.23873","settlement","VERIFIED","","","",""
"1beee182-61d1-4f96-8f1f-3731b032ab65","cts-import.tei.xml","Ἄργεος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[22]::21;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[22]::27","PLACE","http://pleiades.stoa.org/places/570106","Argos|Argos, Argos","-0750/0300","37.631561","22.719464","settlement","VERIFIED","","","",""
"afc88372-0a42-47b2-894e-6322cfa209d8","cts-import.tei.xml","Ἀχαιῶν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[29]::22;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[29]::28","PLACE","http://pleiades.stoa.org/places/570028","Achaea/Achaia (region)","-0750/0300","38.102121472776034","22.224585911364017","region","VERIFIED","","","",""
"7aeb8766-4507-40bc-b2b9-a25887f35341","cts-import.tei.xml","Ὀδυσεὺς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[30]::5;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[30]::12","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Odysseus","","",""
"cd23341b-be5c-48e8-9248-c0db097da9a7","cts-import.tei.xml","Λαέρτης","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[34]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[34]::7","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Laertes","","",""
"aef0260f-c45a-4ad4-a3cd-4650187182c4","cts-import.tei.xml","Πηνελόπεια","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[34]::31;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[34]::41","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Penelope","","",""
"816085c9-7c3f-4d68-a26f-5f53ea8a6e30","cts-import.tei.xml","Τηλέμαχός","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[35]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[5]/l[35]::9","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Telemachus","","",""
"3327df6d-03e0-4097-b2c9-83711f794843","cts-import.tei.xml","Μενέλαος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[61]::32;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[61]::40","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"e6af27c5-3c48-4033-80a8-8dfbaeb01fc1","cts-import.tei.xml","Ἑλένη","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[66]::6;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[66]::11","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Helen_of_Troy","","",""
"9d520136-7617-4961-9202-dba32fb086a3","cts-import.tei.xml","Ἀρτέμιδι","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[67]::7;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[67]::15","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Artemis","","",""
"ea372efe-ba64-4bc0-9c46-7967594df388","cts-import.tei.xml","Ἀδρήστη","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[68]::14;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[68]::21","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Adraste","","",""
"5cc59523-34c2-4ade-86ac-ef995e585baf","cts-import.tei.xml","Ἀλκίππη","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[69]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[69]::7","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Alcippe_(mythology)","","",""
"cfffc333-71e1-42ba-aa66-3cefb573dc6f","cts-import.tei.xml","Φυλὼ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[70]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[70]::4","PERSON","","","","","","","","","","",""
"08475d4d-cfe4-4a2a-83e5-60a90e47c057","cts-import.tei.xml","Ἀλκάνδρη","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[71]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[71]::8","PERSON","","","","","","","","","","",""
"d01a4e57-5c51-4c26-86ad-0841278f0678","cts-import.tei.xml","Πολύβοιο","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[71]::10;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[71]::18","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Polybus_of_Thebes","","",""
"377ddbac-c9b7-49af-8504-4985bf181dc8","cts-import.tei.xml","ΘήβῃςΑἰγυπτίῃς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[71]::39;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[72]::9","PLACE","http://pleiades.stoa.org/places/786017","Diospolis Magna/Thebai|Diospolis Magna/Thebai, Al Uqsur (Luxor)","-2600000/2100","25.70247","32.65285","settlement,temple-2","VERIFIED","","","",""
"35dba552-62bb-4c78-a140-ff8631cda417","cts-import.tei.xml","Μενελάῳ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[73]::3;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[73]::10","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"18eb818a-55b1-44a1-941a-836d6c210c2b","cts-import.tei.xml","Ἑλένῃ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[75]::14;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[75]::19","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Helen_of_Troy","","",""
"20952889-8136-442d-a85b-766b53531ae6","cts-import.tei.xml","Φυλὼ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[78]::20;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[78]::24","PERSON","","","","","","","","","","",""
"02848002-770f-4da9-9a17-84735dc572ef","cts-import.tei.xml","Μενέλαε","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[6]/l[1]::10;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[6]/l[1]::17","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"275f75d9-1aab-4bd3-bbd6-a12f620f78ec","cts-import.tei.xml","Ὀδυσσῆος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[6]/l[6]::7;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[6]/l[6]::15","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Odysseus","","",""
"0cf829d1-6719-44fa-b51f-47c80a3fb3a5","cts-import.tei.xml","Τηλεμάχῳ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[6]/l[7]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[6]/l[7]::8","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Telemachus","","",""
"4813472f-366e-489d-86b5-f4450edec990","cts-import.tei.xml","Ἀχαιοὶ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[6]/l[8]::40;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[6]/l[8]::46","PLACE","http://pleiades.stoa.org/places/570028","Achaea/Achaia (region)","-0750/0300","38.102121472776034","22.224585911364017","region","VERIFIED","","","",""
"7ccd36b7-7cea-4ca1-ac68-0470cb1f8394","cts-import.tei.xml","Τροίην","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[6]/l[9]::11;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[6]/l[9]::17","PLACE","http://pleiades.stoa.org/places/550595","Ilium/Troia|Ilium/Troia, Hisarlık","-0750/2100","39.9577","26.23873","settlement","VERIFIED","","","",""
"e846a107-c2de-4879-b871-e1e4c44cfd82","cts-import.tei.xml","Μενέλαος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[83]::36;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[83]::44","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"7d91d10f-6b41-4ce9-a9b5-3ec972cf6649","cts-import.tei.xml","Ὀδυσῆι","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[7]/l[4]::34;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[7]/l[4]::40","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Odysseus","","",""
"4d8cf664-36cb-48a1-9b54-1f5da1be8d23","cts-import.tei.xml","Νεστορίδης Πεισίστρατος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[84]::10;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[84]::33","PERSON","","","","","","","","","","",""
"9f0d665e-1fcc-4bd1-8ab2-737660259283","cts-import.tei.xml","Ἀτρεΐδη Μενέλαε","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[8]/l[1]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[8]/l[1]::15","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"7e3ebb4a-75b2-4ba8-8a5d-1e0d24c9e36d","cts-import.tei.xml","Γερήνιος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[8]/l[6]::18;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[8]/l[6]::26","PLACE","http://pleiades.stoa.org/places/570261","Geren(i)a|Gerenia/Gerena, Zarnatas?","-0550/0300","36.927195","22.208656","settlement","VERIFIED","","","",""
"7e6e71b9-1564-4cc2-a5de-2812012bb944","cts-import.tei.xml","Νέστωρ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[8]/l[6]::34;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[8]/l[6]::40","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Nestor_(mythology)","","",""
"bd98951f-b512-47fb-81e2-61895c92aedf","cts-import.tei.xml","Τηλεμάχῳ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[8]/l[11]::7;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[8]/l[11]::15","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Telemachus","","",""
"9dfeff59-71f2-472f-94b0-a2b48b0ebaf6","cts-import.tei.xml","Μενέλαος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[85]::36;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[85]::44","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Menelaus","","",""
"8b56a711-60d2-4e40-a718-6226d75d5c47","cts-import.tei.xml","Ἀργείων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[9]/l[4]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[9]/l[4]::7","PLACE","http://pleiades.stoa.org/places/570106","Argos|Argos, Argos","-0750/0300","37.631561","22.719464","settlement","VERIFIED","","","",""
"3d13bac6-942d-47c0-902b-d9be98c990a2","cts-import.tei.xml","Ὀλύμπιος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[9]/l[5]::21;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[9]/l[5]::29","PLACE","http://geo-kima.org/place/3789","Olympus, Mount (Greece)","","","","","VERIFIED","","","",""
"8a4f3e6f-f7e1-4f20-b298-e6d449441d70","cts-import.tei.xml","Ζεύς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[9]/l[5]::38;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[9]/l[5]::42","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Zeus","","",""
"a506d352-b915-47d2-98dc-06ecc05f3219","cts-import.tei.xml","Ἄργεϊ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[9]/l[6]::10;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[9]/l[6]::15","PLACE","http://pleiades.stoa.org/places/570106","Argos|Argos, Argos","-0750/0300","37.631561","22.719464","settlement","VERIFIED","","","",""
"72b21245-1599-46ce-a7f9-0a4c26798588","cts-import.tei.xml","Ἰθάκης","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[9]/l[7]::3;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/q[9]/l[7]::9","PLACE","http://pleiades.stoa.org/places/530906","Ithaca Ins.|Ithaca|Ithaca, Ithaca|Ithaca Ins., Ithaca","-0750/0640","38.44193","20.638399","island,settlement","VERIFIED","","","",""
"8a435c3e-67d3-4946-b409-99bda376ea78","cts-import.tei.xml","Ἀργείη Ἑλένη","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[87]::10;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[87]::22","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Helen_of_Troy","","",""
"9f090c8c-c6ef-43a3-b563-204dca95f079","cts-import.tei.xml","Διὸς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[87]::24;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[87]::28","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Zeus","","",""
"d4735a6d-90e8-444b-922d-14164f85ac5a","cts-import.tei.xml","Τηλέμαχός","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[88]::9;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[88]::18","PERSON","","","","","","","","https://en.wikipedia.org/wiki/Telemachus","","",""
