GRC	ENG	Frequency
καὶ	and	2
οἱ δὲ	they	1
κοντὸν	pole	1
θέμωσε	forced	1
χέρσον	the shore	1
ἱκέσθαι	towards	1
ἐγὼ	I	1
αὐτὰρ	But	1
λαβὼν	snatched up	1
περιμήκεα	long	1
ὦσα	kept	1
παλιρρόθιον	back towards	1
παρέξ	off	1
ἑτάροισι	men	1
ἐμβαλέειν	row	1
ἵνʼ	for	1
κρατὶ	my head	1
κατανεύων	nodding	1
ἐποτρύνας	making signs	1
κῦμα	wave	1
ἤπειρόνδε	mainland	1
τόσσον	as	1
τυτθόν	just	1
μᾶλλον	more	1
ἀπορρήξας	tore	1
κορυφὴν	top	1
ὄρεος	mountain	1
μεγάλοιο	high	1
προπάροιθε	front	1
νεὸς	ship	1
ἱκέσθαι	hitting	1
φέρε	carried	1
ἄκρον	the end	1
οἰήιον	the rudder	1
θάλασσα	sea	1
ἐκλύσθη	quaked	1
πέτρης	the rock	1
κατερχομένης	fell	1
ὑπὸ	into	1
δὶς	twice	1
ἀπῆμεν	far	1
τὴν δʼ	the	1
κὰδ	in	1
ἡμέων	our	1
βαλών	heaved	1
ἵησιν	he can throw	1
γὰρ	for	1
τόσσον	a long way	1
μαρμάρῳ	rocks	1
ὀκριόεντι	rugged	1
ἔβαλε	flung	1
δοῦρα	timbers	1
πλημυρὶς	wash	1
προπεσόντες	laid out	1
προσηύδων	jeering	1
ἐρήτυον	hold	1
μειλιχίοις	begged	1
ὀλέσθαι	death	1
ὁ δʼ	He	1
κεφαλὰς	heads	1
νήια	ship	1
πρήσσοντες	had got	1
βαλὼν	thrown	1
ὅτε	When	1
Κύκλωπα	at the Cyclops	1
ἑταῖροι	men	1
ἄγριον	savage	1
ἄνδρα	creature	1
καὶ	which	1
ἐρεθιζέμεν	provoke	1
ἤγαγε	drove	1
ἄραξʼ	pounded	1
βέλος	rock	1
ἤπειρον	the mainland	1
ἐς	to	1
εἰ	if	1
φθεγξαμένου	sound	1
αὐδήσαντος	of voices	1
ἄκουσε	heard	1
χολώσατο	got furious	1
