GRC	ENG	Frequency
ἥδε	a	1
σύντρεις	Three	1
ἄριστος	choicest	1
ἀρνειὸς	ram	1
ἐγώ	I	1
φέρον	convey	1
ὄιες	sheep	1
φῶτʼ	man	1
ἕκαστον	each	1
τρεῖς	three	1
ἑκάτερθεν	shielded left and right	1
ὁ μὲν	a	1
ἐν	under	1
μέσῳ	middle	1
ἄνδρα	man	1
φέρεσκε	slung	1
λύγοισιν	cords of willow	1
μήλων	flock	1
συνέεργον	tied	1
τῇς	the	1
ἔπι	from	1
εὗδε	bed	1
τοὺς	them	1
ἀκέων	silently	1
καλοί	handsome	1
ἐυτρεφέες	fat	1
ἰοδνεφὲς	a dark violet	1
δασύμαλλοι	with heavy fleeces	1
ἦσαν	were	1
ἄρσενες ὄιες	rams	1
αὐτὰρ	But	1
ἐγὼ	I	1
ἁπάντων	of	1
γαστέρʼ	belly	1
στρεφθεὶς	twisted	1
περὶ	for	1
ὅπως	how	1
ἐχόμην	grip	1
νωλεμέως	iron	1
πέλωρ	ogre	1
ἔην	the	1
ἴτην	ride	1
σώοντες	safely	1
εὑροίμην	drew	1
ἐμοὶ	we	1
ἄριστα	win	1
μοι	me	1
ἀρίστη	well	1
φαίνετο	came—and	1
βουλή	trick	1
ψυχῆς	life	1
ὑπὸ	under	1
καὶ	and	1
δόλους	wits	1
πάντας	all	1
μῆτιν ὕφαινον	tactics	1
λύσιν	slip	1
θανάτου	death	1
ἐμείναμεν	we waited	1
ὣς	So	1
Ἠῶ	morning	1
χερσὶν	fingers	1
ἀώτου	ringlets	1
κείμην	pulled	1
λασίην	kinky	1
ἐλυσθεὶς	hung	1
βούλευον	kept thinking	1
