GRC	ENG	Frequency
τὴν δʼ	the	1
ὦσα	fending	1
ἐπέεσσιν	voices	1
ἑταῖροι	crew	1
τότε	when	1
πρήσσοντες	drew	1
δὶς	twice	1
ἀπῆμεν	far	1
τόσσον	as	1
ἔρεσσον	kicking	1
προπεσόντες	long oars bent	1
ἐμβαλέειν	row	1
ἑτάροισι	all	1
παρέξ	off	1
λαβὼν	got	1
τίπτʼ	Why	1
περιμήκεα	longest	1
κοντὸν	boathook	1
ἐγὼ	I	1
ἐδεύησεν	sank	1
κυανοπρῴροιο	black	1
νεὸς	prow	1
κὰδ	of	1
προπάροιθε	Ahead	1
ἔβαλε	struck	1
κορυφὴν ὄρεος	hilltop	1
ἀπορρήξας	broke	1
ἧκε	heaved	1
μᾶλλον	doubled	1
σχέτλιε	Godsake	1
ἐρεθιζέμεν	bait	1
ὁ δʼ	his	1
θέμωσε	washed	1
ἵησιν	get the range	1
καὶ	and	1
σύν	together	1
μαρμάρῳ	boulder	1
βαλών	lob	1
τευ	your	1
φάμεν	trumpeting	1
ἐς ἤπειρον	beached	1
ἤγαγε	made	1
ἐρήτυον	protesting	1
μειλιχίοις	low	1
ὅτε	until	1
κατανεύων	nods	1
χέρσον	to shore	1
ἄγριον ἄνδρα	beast	1
ἐκλύσθη	spuming	1
θάλασσα	geyser	1
οἰήιον	ship	1
ἄκρον	stem	1
κατερχομένης	whelmed	1
κῦμα	wave	1
παλιρρόθιον	back	1
κεφαλὰς	heads	1
ἡμέων	our	1
ἄραξʼ	smash	1
νήια	timbers	1
ὀλέσθαι	stove us in	1
βαλὼν	throw	1
χολώσατο	fury	1
