GRC	ENG	Frequency
καὶ	and	2
ἐγὼ	I	2
ἐλαύνομεν	to take	1
οἳ	those	1
Ζεὺς	Zeus	1
ἐνὶ	under	1
οἴκῳ	roof	1
σῷ	your	1
ἀνδρὸς ἑταίρους	my companions	1
Κύκλωψ	O Kyklops	1
ὕδωρ	sea	1
μῆλα	herd	1
ἀνὰ	up	1
ὀφρύσι	eyebrows	1
νεῦον	jerking head	1
θάνατον	death	1
φύγομεν	fled	1
γέγωνε βοήσας	shouted words would carry	1
τοὺς δὲ	them	1
στενάχοντο γοῶντες	turn to grief	1
ἑτάροισι	fellows	1
ἀσπάσιοι	shining	1
ἱκόμεθʼ	drove	1
ἐπὶ	to	1
νῆα	ship	1
πίονα δημῷ	fat	1
τὰ	his	1
μῆλα	sheep	1
ταναύποδα	stiff-legged	1
πολλὰ	many	1
σε	you	1
ἐρετμοῖς	oars	1
ὅσσον	as	1
εἴσβαινον	embarked	1
οὐκ εἴων	hushed	1
οἱ δʼ	They	1
σπῆι κρατερῆφι βίηφι	Caveman	1
ξείνους	guests	1
φάνημεν	We saw	1
ἑζόμενοι	pitched in	1
βαλόντας	put	1
θοῶς	move fast	1
νηὶ	ship	1
τόσσον	as	1
ἀπῆν	far	1
ἑξῆς	all	1
ἔδμεναι	feast	1
ἐκέλευσα	told	1
ἐν	in	1
ἐσθέμεναι	Eater	1
τῷ	the	1
τίσατο	have paid	1
θεοὶ	gods	1
σχέτλιʼ	you damned cannibal	1
σέ	you	1
κιχήσεσθαι	we gave	1
κακὰ ἔργα	beating	1
ἀνάλκιδος	Puny	1
κερτομίοισι	back	1
προσηύδων	sent a few	1
τύπτον	struck	1
περιτροπέοντες	rounded up	1
