AKK	ENG	Frequency
li-di3-in	day after tomorrow	1
szu-x-	Shu-	1
-na	for	1
da-gan# szu-	Shu-Daggan	1
ki	to	1
a-ga-de3	Akkad	1
gur	_sack	1
_dabin	leather	1
1 asz@c	1	1
a-na	to	1
be -li2-sa-tu	Belisatu	1
en-ma	From	1
