AKK	ENG	Frequency
ù	and	3
a-na	to	3
la	no	2
é-sag-íl	of Esagil	2
ša	which	2
d AMAR UTU	Marduk	2
la-bí-ri	original	2
si-ip-pu-šu	door-jamb	2
i-na	among	2
ša	whose	2
ul-lu-lu	arr ange	1
BUR SAG GÁ	bursaggû-offerings	1
qí-bi-ti-ka	command	1
ku-un-nu-⸢um⸣	secure	1
du-un-nu-nim	very stable	1
ri-ik-sa-ti-ša	construction	1
i-ga-ru-ša	walls	1
i-ni-šu	had become weak	1
šu-lu-uḫ-ḫu	purification rites	1
ta-ak-li-mu	taklīmu-offerings	1
⸢na⸣- de-e	keep	1
ta-am-le-e	terracing	1
be-lí	for lord	1
ra-bu-ú	great	1
d ⸢AMAR⸣ UTU	M arduk	1
šu-ul-lu-mu	properly administer	1
sa-at-⸢tuk⸣- ku	sattuk ku -offerings	1
ub-bu-bi-im-ma	keep clean	1
a-na	To	1
še-eṭ-ṭim	omission	1
ḫi-ṭi-tim	cultic mistake	1
a-na	from	1
iš-ta-ap-pí-lu-⸢ma⸣	had become progressively lower	1
ul-lu-ú	he had raised	1
i-na	to	1
at-ta-ʾi-id-ma	I gave attention	1
u₄-mi-šu	that time	1
DINGIR	god	1
né-me-qí	wisdom	1
ba-an	creates	1
d i-gi₄-gi₄	Igīgū	1
šu-úr-ba-tim	supreme	1
a-ma-at-su	words	1
d a-nun-na-ki	Anunnakū	1
šu-tu-qá-at	most outstanding	1
be-lu-ut-su	lordship	1
pa-al-ḫi-iš	reverent	1
si-ḫi-ir-tì	enclosure	1
re-e-ši-⸢ša⸣	superstructure	1
É GAR₈	wall	1
mé-eḫ-ra-at	faces	1
IM SI SÁ	north	1
ra-am-ku-tim	ramku-	1
ki-ni-iš-ti	kiništu-priests	1
ra-mu-ù	reside	1
šar	king	1
ma-aḫ-ri	former	1
uš-ši-ša	foundations	1
id-⸢du-ma⸣	had laid	1
la	not	1
šu-ub-ši- i	occurr ing	1
la	prevent	1
ab-re-e-⸢ma⸣	inspected	1
te-em-me-en-ša	foundation	1
la-ba-ri	long-lasting	1
li-pí-it qá-ti-ia	handiwork	1
šu-qú-ru-um	precious	1
ḫa-di-iš	with pleasure	1
na-ap-li-is-ma	look upon	1
ba-la-ṭa₄	life	1
UD MEŠ	of days	1
ar-ku-tim	long	1
li-it-tu-tú	very old age	1
še-bé-e	grant	1
ku-un-nu	firmly secured	1
GIŠ GU ZA	throne	1
pa-le-e	reign	1
ì-lí	of gods	1
dNÈ ERI₁₁ GAL-LUGAL-ú-ṣur	Neriglissar	1
LUGAL	king	1
lu-ú	may	1
za-ni-nu	who provides	1
mu-uš-te-eʾ-ú	who constantly seeks out	1
aš-ra-ti-ka	your shrines	1
a-na	for	1
a-na-ku	I	1
du-úr da-ra	eternity	1
i-na	Through	1
la	cannot	1
na-ka-ri	be altered	1
ab-bé-e-šu	his fathers	1
nu-úr	light	1
a-ḫi-iṭ	examined	1
KÁ-šu	gate	1
ki-it-tim	firm	1
e-li	on	1
te-em-me-en-ni-šu	foundations	1
ú-ki-in	I secured	1
uš-ši-šu	foundations	1
ú-za-aq-qí-ir	I raised	1
mé-la-a-šu	high parts	1
ul-la-a	making lofty	1
ḫu-úr-sa-ni-iš	mountain	1
ú-ki-in-ma	I secured	1
i-na	in	1
e-er-ta-a	set up	1
ši-it-ra-ḫu	magnificent	1
GIŠ IG MEŠ	doors	1
⸢ki-sa⸣-a	base	1
⸢dan-nim⸣	strong	1
ESIR UD A	bitumen	1
i-na	using	1
SIG₄ AL ÙR RA	baked bricks	1
ú-ša-às-ḫi-ir	I surrounded	1
EN	lord	1
šu-úr-bi-i	supreme	1
e-te-el-lu	pre-eminent	1
ṣi-i-ri	exalted	1
ka-ab-ti	venerated	1
i-na	At	1
