AKK	ENG	Frequency
d AMAR UTU	Marduk	2
LUGAL	king	2
šu-úr-kam	give	1
KÙ-tim	shining	1
URUDU	of copper	1
ri-i-mu	wild bulls	1
ú-še-pi-iš-ma	I had built	1
na-ak-li-iš	skillfully	1
EN- ia	my lord	1
a-na	For	1
NA₄ ZA GÌN	blue glaze	1
i-na	with	1
a-⸢gur⸣- ri	bak ed bricks	1
ù	and	1
⸢KÁ⸣ GAL-iš-tár	Ištar Gate	1
a-na-ku	I	1
KÁ DINGIR RA KI	of Babylon	1
d AG⸣-IBILA-⸢ú-ṣur⸣	of Nabopolassar	1
DUMU	son	1
DINGIR RA KI KÁ	Babylon of	1
e-ek-⸢du⸣- tim	fie rce	1
MUŠ ḪUŠ	mušḫuššu-dragons	1
ši-ri- ik-ti	gi ft	1
ša	of	1
a-⸢na⸣	to me	1
da-⸢rí⸣- a	lo ng	1
ba-la-ṭam	life	1
EN	lord	1
ri-i-⸢mu⸣	wild bull	1
la-an	resembling	1
NA₄	stone	1
⸢ša⸣- de-e	m ountain from	1
še-zu-zu-ú-ti	raging	1
ra-bí-ù-tim	great	1
ši-ti-iq	quarried	1
da-nu₄-tim	stong	1
NA₄	of stone	1
SIG₄	slab	1
uš-zi-iz-ma	stationed	1
sì-ip-pé-šu	door-jamb	1
i-na	at	1
d AG-ku-dúr-ru-ú-ṣur	Nebuchadnezzar	1
