AKK	ENG	Frequency
⸢mut⸣-nen-nu-u	p io us	1
ŠU II- ki	your hands	1
ti-ri -iṣ	to whom are stretc hed out	1
KUR AN ŠÁR KI	of Assyria	1
m AN ŠÁR-DÙ-⸢A⸣	Ashurbanipal	1
GAŠAN-ia	my lady	1
qí-šá-a-ti	gifts	1
GAL-tu	great	1
GAŠAN	lady	1
šu-bat	dwelling	1
KÙ	holy	1
⸢URU⸣	ci ty	1
NINA KI	in Nineveh	1
a-ši-bat	who resides	1
pa- liḫ -šá	who re veres her	1
NUN	ruler	1
šu-te-šur	in order	1
BAD₄	difficulty	1
PAP ⸢ḪAL⸣	tro ub le	1
⸢er⸣-bi	erbu-offerings	1
ŠÀ GI GURU₆ A	voluntary offerings	1
tu-šat-ri-ṣi	you had spread out	1
šá	whom	1
DÙG GA	beneficent	1
ṣu-lul-ki	your protection	1
sa -⸢li⸣-mu	pe ace	1
taḫ-ti-nin-ni	you protected me	1
nu -bal-lu	w ing	1
kap-pi	wing	1
iṣ-pu-pan-ni	taught to spread	1
la	nor	1
ú-rab-ban-ni	has raised	1
la	no	1
a-bu	father	1
URI KI	Akkad	1
tés-li- ti	petiti ons	1
EME GI₇	of Sumer	1
KUR	of land	1
KÁ DINGIR RA KI	of Babylon	1
KUR AN ŠÁR KI	of As syria	1
⸢ŠÚ⸣	of world	1
m LUGAL -GI NA	of Sar gon	1
ŠÀ ⸢BAL⸣ BAL	descen dant	1
KUR AN ŠÁR KI-ma	of Assyria	1
m d 30-PAP MEŠ-SU	of Sennacherib	1
DUMU	son	1
ib-šá-a	thought	1
šá -pal-ki	at your fe et	1
a-na	For	1
