AKK	ENG	Frequency
ṣir-ti	exalted	3
ŠÀ-ia	my heart	2
ṭa-a-bu	pleasing	2
ti-a-am-ti	Sea	2
d AMAR UTU	Marduk	2
a-na	to	2
a-na	into	2
be-lu-ut-su	his dominion	2
i-na	in	2
ba-la-ṭi-ia	good physical heath	1
be-lu	lord	1
ša	which	1
gi-mi-ir-šu-un	all of them	1
be-lu-ut-ka	your dominion	1
tu-uš-te-ep-pí-ru	you allow to be fed	1
šu-ri-iʾ-im-am-ma	make merciful towards me	1
pu-lu-uḫ-ti	make reverence	1
i-lu-ti-ka	for your divinity	1
šu-ub-ša-a	exist	1
šu-ur-kam-ma	Grant me	1
ša	what	1
UGU-ka	to you	1
te-ep-pe-eš	make	1
pu-lu-úḫ-ti	reverence	1
šu-ú	him	1
a-ša-re-du	foremost	1
du-um-qú-ka	your good will	1
IGI GÁL	wisest	1
ú-ša-áš-ki-in	placed	1
DINGIR DINGIR	of gods	1
NUN	prince	1
i-lu-ti-šu	for his divinity	1
un-né-en-ni-ia	my supplications	1
iš-me-e-ma	he heeded	1
im-ḫu-ru	accepted	1
su-pu-ú-a	my prayers	1
uš-ṭi-ba-am-ma	He made pleasing to me	1
ka-ab-tu	honored	1
ú-še-ri-im-ma	I had brought	1
ki-ma	According to	1
iš-te-eʾ-ù	desired	1
LUGAL	king	1
a-na	for	1
ba-ši-ma	would be created	1
mi-na-a	what	1
EN	lord	1
ul-la-nu-ku	Without you	1
a-ma-at	whatever	1
ta-na-am-bu-ù	name	1
aq-bi-iš	him	1
ša-a-šu	told	1
ŠÀ	heart	1
aṣ-ba-at-ma	I besought him	1
su-pe-e-šu	supplications	1
ut-né-en	I prayed	1
ta-ra-am-mu-ma	you love	1
zi-ki-ir-šu	you call	1
ni-ši	of people	1
ma-gi-ra-ka	obedient	1
ki-iš-ša-at	of all	1
šar-ru-ti	kingship	1
ta-ba-na-an-ni-ma	who created me	1
at-ta	You	1
qá-ti-ka	hand of your	1
bi-nu-ti	creation	1
ta-pa-qid-su	sends him	1
ša	who	1
i-šar-tú	right	1
ḫa-ra-na	on path	1
tu-uš-te-eš-še-er	you makes prosper	1
ru-bu-ù	prince	1
a-na-ku	I	1
šu-um-šu	his name	1
e-li-ka	is	1
ta-qí-pa-an-ni	entrusted	1
ú-ša-ad-ka-an-ni	He prompted	1
ša-da-da	pull	1
KÙ GI	gold	1
GIŠ EREN	cedar	1
GIŠ MES MÁ KAN NA	musukkannu-wood	1
e-ra-a	copper	1
šu-qú-ru-ti	valuable	1
NA₄	stone	1
ni-si-iq	precious	1
KÙ BABBAR	silver	1
šu-qú-ru	valuable	1
ú-še-es-si	I drove away	1
ni-ši	people	1
i-na	From	1
ṣe-e-num	villains	1
ù	and	1
ra-ag-ga	criminals	1
mi-im-ma	anything	1
šu-um-šu	that	1
ni-šim	people	1
i-gi-sa-a	gift	1
be-lu-ti-šu	his lordly majesty	1
É GAL	palace	1
é-sag-íl	Esagil	1
maḫ-ri-šu	his presence	1
KÁ DINGIR RA KI	Babylon	1
URU-ia	my city	1
ka-bi-it-ti	substantial	1
ru-uš-ša-a	gleaming	1
ip-ti	tribute	1
ta-ma-a-tim	of seas	1
ḫi-iṣ-bi	wealth	1
ša-di-im	of mountains	1
bi-ši-ti	yield	1
ḪÉ GÁL	produce	1
uš-ta-am-mi-iḫ	made prosper	1
uš-te-ši-ir-ma	put in order	1
sè-er-de-e-šu	his chariot pole	1
ša-di-im	mountains	1
úr-ḫu-um	paths	1
ša-ap-li-ti	Lower	1
a-di	to	1
e-li-ti	Upper	1
iš-tu	from	1
né-su-ú-ti	remote	1
ru-qá-a-ti	far-off	1
pa-da-nim	roads	1
MA DA MA DA	lands	1
tu-ku-ul-ti-šu	his support	1
i-na	Through	1
pi-it-lu-ḫa-ak	I revered	1
lìb-ba	me	1
zi-in-na-a-ti	I provisioned	1
áš-ṭu-tim	difficult	1
pe-ḫu-ti	obstructed	1
MA DA	land	1
ú-ru-úḫ	path	1
za-ʾi-i-ri	enemies	1
ak-mi	bound	1
a-na-ar	killed	1
la ma-gi-ri	insubmissive	1
e-er-te-ed-de-e-ma	I repeatedly travelled	1
ṣú-ma-mi	thirty	1
na-am-ra-ṣa	difficult	1
kib-si	access	1
ḫa-ra-nam	road	1
i-ba-aš-šu-ú	possible	1
la	not	1
še-e-pi	approach	1
a-ša-ar	where	1
šu-up-ru-su	blocked	1
EN-ia	my lord	1
