AKK	ENG	Frequency
GEŠTU II	my mind	1
É	of temple	1
te-diš-ti	renovation	1
a-na	to	1
ig-mu-ru	had finished	1
ú-še-pi-šu-ma	had had built	1
ú-ša-aš-ši	I made carry	1
maḫ-ri	former	1
ul-la-nu-ú-a	before my time	1
šu-an-na KI	Šuanna	1
qé-reb	inside	1
ša	that	1
d nin-urta	of Ninurta	1
é-PA GÍN-ti-la	Eḫursagtila	1
ì-nu-šu	At that time	1
ú-ša-ad-di	had cast off	1
dUTU	Šamaš	1
GIŠ al-lu	hoe	1
ma-ti-ma	future	1
ú-rat-ta-a	installed	1
ma-na-ma	Any	1
ú-nam-mir	made bright	1
u₄-mi	day	1
ki-ma	as	1
EN-ia	my lord	1
d nin-urta	Ninurta	1
ú-šá-an-bi-iṭ-ma	I made shine	1
šá-áš-ši-iš	like sun	1
KÁ MEŠ-šú	its gates	1
ṣi-ra-a-tim	immense	1
e-mi-id	imposed	1
GIŠ IG MEŠ	doors	1
ú-ša-at-ri-ṣa ṣu-lul-šú	I roofed it	1
šad-lu-tim	broad	1
GIŠ ÙR MEŠ	beams	1
ši-pí-ir-šú	work	1
ag-mu-úr	I finished	1
la	unfinished	1
qá-ta-a	th at	1
tup-šik-ku	basket	1
d na-bi-um-IBILA-ú-ṣu-úr	Nabopolassar	1
