AKK	ENG	Frequency
É	temple	3
a-kà-dè KI	of Agade	3
DINGIR DINGIR	of gods	3
é-máš-da-ri	Emašdari	3
ša-a-tim	this	2
ta-am-ḫa-ru	of battle	2
i-la-at	goddess	2
d INANNA	Ištar	2
šu-a-tim	this	2
LUGAL	king	2
ud-da-kam	all day long	2
ša	who	2
ša	whose	2
KÁ DINGIR RA KI	Babylon	2
li-ib-na-as-su	brickwork	2
DINGIR MEŠ	of gods	2
a-na	to	2
GAL GAL	great	1
DINGIR	gods	1
re-é-a-am	shepherd	1
pa-li-iḫ	reveres	1
za-ni-nu-um	provides	1
ka-an-šu	submissive	1
à-aš-ru	humble	1
d tu-tu	Tutu	1
qá-ti	of	1
na-ki-ri-ia	my enemies	1
ša-aḫ-ṭa	respectful	1
ṭè-mi	will	1
mu-ki-in	confirms	1
i-gi-sa-a	gifts	1
É GAL	palace	1
é-sag-íl	Esagil	1
i-na	in	1
ma-ḫa-zi	cult centers	1
du-mu-uq	to improve	1
mu-ṭa-aḫ-ḫi-id	makes abundant	1
ni-id-bé-e	nindabû-offerings	1
pu-tuq-qú	attentive	1
iš-te-né-eʾ-ú	strives	1
sa-at-tu-uk-ku	sattukku-offering	1
iš-tar	of Ištar	1
ú-si	way	1
mur-te-ed-du-ú	follows	1
TIN TIR KI	of Babylon	1
GÌR NÍTA	governor	1
ti-ri-iṣ	protégé	1
ta-ḫa-za	of battle	1
d AG-na-ʾi-id	Nabonidus	1
tu-qu-un-tim	wages war	1
ru-ba-a-tì	princess	1
i-gi₄-gi₄	of Igīgū	1
ša-qu-tì	most exalted	1
da-ad-mi	of settlements	1
be-le-et	lady	1
na-mi-ir-ti	radiant	1
e-pí-ša-at	one who	1
na-ša-a-at	bearer of	1
d IN NIN	Innin	1
qá-ri-it-tim	most valiant	1
ru-um-tì	beloved	1
ì-lí	of gods	1
šu-úr-bu-tim	supreme	1
d iš-tar	Ištar	1
d a-nun-na-ki	of Anunnakū	1
pu-lu-úḫ-tim	fear	1
GAŠAN-ia	my lady	1
be-let	lady	1
qé-re-eb	inside	1
ša	which	1
a-ši-ba-at	dwells	1
ṣu-la-a-ti	fighting	1
ša-ki-na-at	who incites	1
ú-še-er-re-bu	enter	1
sa-aḫ-pu	overwhelms	1
be-el-tim	lady	1
DAGAL-tim	wide	1
KI-tim	earth	1
nam-ri-ir-ru-šu	awe-inspiring radiance	1
ka-at-mu	covers	1
ša-mu-ù	heavens	1
mé-lam-mu-šu	brilliance	1
šu-ur-ru-ḫu	splendid	1
md AG-ba-lat-su-iq-bi	of Nabû-balāssu-iqbi	1
qé-re-eb-šu	inside	1
d AMAR UTU	Marduk	1
te-em-mé-en-šu	foundation platform	1
i-ši-id-su	foundation	1
ab-re-e-ma	checked	1
ú-ki-in	secured	1
in qé-reb	inside	1
e-eš-ši-iš	anew	1
e-pú-uš	I built	1
a-na	On account of	1
na-ra-mi-ki	beloved	1
šu-ba-at	your residence	1
ḫa-di*-iš	with pleasure	1
na-ap-li-si-ma	look upon	1
qí-bi-i	proclaim	1
ba-la-ṭa₄	good health	1
at-mi-i	speak	1
aš-te-eʾ-e-ma	I sought out	1
ma-ḫa-ar	In presence of	1
ša-na-ti-ia	my years	1
šu-um-ú-da₄	increasing of	1
u₄-mi-ia	my days	1
úr-ru-ku	prolongation of	1
ša	about	1
a-ša-ar	place	1
qá-ab-lum	of battle	1
ù	and	1
ta-ḫa-zi-im	war	1
i-da-a-a	my side	1
al-ki	March	1
lu-na-ar	I can kill	1
a-a-bi-ia	my foes	1
a-ḫi-iṭ	examined	1
É	of temple	1
eš-re-e-ti	sanctuaries	1
id-ra-num	alkali	1
ka-li-ši-na	all	1
šu-ul-ma-nu	present	1
sa-ad-ru	regularly provided	1
DUMU	son	1
lu-ša-am-qí-it	cut down	1
ru-bu-ù	prince	1
e-em-qa	wise	1
a-na-ku	I	1
ì-nu-šu	At that time	1
dINANNA	of Ištar	1
uš-šu-šu	foundation	1
in-na-mu-ú	had fallen to pieces	1
i-mu-ú	turned into	1
ka-ar-mi-iš	ruins	1
iq-mu-ú	burned	1
a-šar	site	1
na-pa-ar-ku-ú	had ceased	1
ka-ba-at-tì	mind	1
lìb-bi	heart	1
ḫa-áš-ḫa-tuš	desired	1
i-ta-mi-ma	pondered	1
e-pe-eš	building	1
qú-ut-re-nu	incense	1
si-ma-ak-ki-šu	cella	1
di-ta-al-li-iš	to ashes	1
na-du-ú	in ruins	1
ba-aš-mu	was standing	1
sa-gu-šu	shrine	1
la	not	1
šu-ud-du-ú	remained desolate	1
a-šar-šu	site	1
a-na	For	1
