AKK	ENG	Frequency
KÙ GI	gold	6
ṣú-lu-lu	roof	5
ù	and	5
GIŠ EREN	cedar	4
nam-ri	bright	3
NA₄	stone	3
DINGIR DINGIR	of gods	3
KÙ BABBAR	silver	3
é-sag-íl	Esagil	3
BÁRA	dais	3
ša	of	3
i-na	with	3
a-na	to	3
ši-ma-at	fate	2
ú-za-ʾi-in	I decorated	2
pa-pa-ḫa	cella	2
KÁ	gate	2
d AMAR UTU	Marduk	2
ru-uš-ša-a	reddish	2
EN	lord	2
é-umuš-a	of Eumuša	2
ku-uz-bu	of sexual charm	1
šu-ú	that	1
pa-al-ḫi-iš	reverent	1
ú-ta-aq-qú-šu	pay attention to him	1
ka-am-su	bow down	1
iz-za-zu	stand	1
maḫ-ru-uš-šu	in his presence	1
da-rí-ú-tim	long	1
u₄-um	of days	1
ki-ma	as if	1
ba-la-ṭi-ia	of my life	1
i-ši-im-mu	determine	1
i-na	in	1
qé-er-bi	which	1
ḫu-ra-ṣu	gold	1
AN	heaven	1
šar-ru-ti	of kingship	1
ša-al-la-ru-uš-šu	šallaru-plaster	1
d EN LÍL-ú-ti	of supreme power	1
IGI GÁL	wisest	1
NUN	prince	1
ša-aš-ša-ni-iš	like sun	1
ú-ša-an-bi-iṭ	I made radiant	1
ša	whose	1
LUGAL	king	1
ma-aḫ-ri	of past	1
d EN LÍL	of Enlil	1
ip-ti-qú	had cast	1
pí-ti-iq-šu	structure	1
KI	earth	1
šu-ut	of	1
ká-ḫi-li-sù	Kaḫilisu	1
NA₄ ZA GÌN	lapis lazuli	1
é-zi-da	of Ezida	1
ú-še-piš	I had made	1
nam-ri-ri	radiance awe-inspiring	1
d UTU-ši	of sun	1
ú-ša-al-bi-iš	I clad	1
É	of room	1
du₆-kù-ki-nam-tar-tar-e-dè	Du­ku­ki­nam­tar­ta­re­de	1
ub-šu-ukkin-na	Ub­šuk­kin­na	1
BÁRA	Dais	1
SUḪUŠ	foundation	1
ši-ma-a-ti	of Destinies	1
NA₄ GIŠ NU₁₁ GAL	alabaster	1
ša	which	1
DINGIR DINGIR	gods	1
ESIR	bitumen	1
i-na	during	1
zag-mu-ku	New Year’s festival	1
re-eš	beginning	1
me-lam-mi	brilliance	1
ša-at-ti	of year	1
UD 8 KAM	eighth day	1
UD 11 KAM	eleventh day	1
d lugal-dìm-me-er-an-ki-a	Lugaldimmerankia	1
DINGIR	god	1
i-ra-am-mu-ú	takes up residence	1
qé-re-eb-šu	in	1
IM BABBAR	gypsum	1
ti-iq-ni₇	ornaments	1
ša-ma-mi	of heavens	1
ú-ša-al-bi-iš-šu	I had it clad	1
ú-us-si-im-ma	I adorned	1
a-na	for	1
ú-ša-al-biš	I clad	1
ši-i-pí	šīpus	1
šap-la-nu	below	1
ni-sì-iq	precious	1
e-pe-šu	build	1
ud-da-kam	all day	1
ú-sa-al-la-a	I prayed	1
LUGAL	to king	1
EN EN	of lords	1
bar-sí-pa KI	Borsippa	1
URU	city	1
na-ar-mi-šu	his beloved	1
é-zi-da	Ezida	1
GIŠ EREN GIŠ EREN	cedar	1
É	house	1
ki-i-nim	true	1
i-na qé-er-bi-šu	inside	1
ú-še-piš	built	1
ni-sì-iq-ti	precious	1
e-ra-a	copper	1
GIŠ MES MÁ KAN NA	musukkannu-wood	1
ši-pí-ir-šu	its construction	1
ú-ša-ak-li-il	I completed	1
pa-pa-ḫa-a-ti	of cellas	1
d AG	of Nabû	1
ú-ša-al-bi-iš	I had clad	1
ká-umuš-a	of Kaumuša	1
ú-ša-al-bi-iš	clad	1
da-nu₄-tim	hard	1
ŠÀ	mind	1
ú-nu-ti	utensils	1
re-e-ša-a-ša	superstructure	1
É	of temple	1
é-sag-íl	of Esagil	1
GIŠ má-umuš-a	Maumuša	1
ṣa-ri-ri	ṣāriru-gold	1
ka-ak-ka-bi-iš	like stars	1
e-eš-re-e-ti	sanctuaries	1
KÁ DINGIR RA KI	of Babylon	1
az-nu-un	provided for	1
ú-še-piš	I had built	1
é-temen-an-ki	Etemenanki	1
a-gur-ri	baked bricks	1
NA₄ ZA GÌN	blue glaze	1
el-le-ti	shining	1
ú-ul-la-a	I raised	1
e-pé-šu	build	1
i-ta-am	pondered	1
li-ib-bi	heart	1
na-ša-an-ni	wanted	1
qá-qá-da-a	constantly	1
pí-tu-qá-ak	I was attentive	1
re-e-ša-a-ti	best	1
GIŠ EREN-ia	of my cedar	1
iš-tu	from	1
ša	that	1
KUR la-ab-na-nim	Mount Lebanon	1
GIŠ TIR	forest	1
el-le-tim	holy	1
ub-lam	I had carried off	1
d EN LÍL-ú-ti-šu	of his supreme power	1
aš-te-eʾ-e-ma	I constantly sought out	1
é-umuš-a	Eumuša	1
