AKK	ENG	Frequency
d a-ḫu-ru-ma-az-da-ʾ	Ahuramazda	14
a-na-ku	I	10
šá	who	9
u	and	8
LUGAL	King	6
i-sin-nu	religious rites	6
šá	of	6
a-na	for	6
šá	which	4
LUGAL	king	4
an-ni-e-ti	these	4
m ḫi-ši-ʾ-ar-ši	Xerxes	4
KUR KUR MEŠ	lands	4
IGI-ú	previously	3
lem-nu MEŠ	evil ones	3
ar-ta-šá-ʾ	proper time	3
GIŠ MI	favor	3
i-qab-bi	says	3
bi-ra-za-am-man-ni-i	proper manner	3
ina	in	3
dum-qí	good fortune	3
id-din-nu	created	3
an-na-ʾ	that	2
i-ba-áš	there was	2
ár-ki	Afterwards	2
KUR gi-mi-ir	Cimmerians	2
ar-ta-a-ma	blessed	2
iš-tén	one	2
a-na	into	2
šá-a-áš	that	2
u	And	2
ina	by	2
i-se-da-an-ni	aided me	2
i-mi-li-i-ki	counsels	2
ina	By	2
ÍD mar-rat	ocean	2
DUMU	son	2
áš-bu-ú	dwell	2
KUR ma-da-a-a	Media	1
šá	What	1
KUR ar-ra-ḫu-ut	Arachosia	1
KUR ba-a-ḫa-ta-ar	Bactria	1
KUR ar-ri-e-me	Aria	1
KUR pa-ar-tu-ú	Parthia	1
KUR NIM MA KI	Elam	1
KUR za-ra-an-ga	Drangiana	1
KUR ur-áš-ṭu	Urartu	1
da-a-ta	observe	1
KUR su-gu-du	Sogdia	1
KUR ar-ba-a-a	Arabians	1
KUR is-ku-du- ru	Skudra	1
ti-gír-ḫu-ú-du	Pointed-Cap	1
ú-mar-ga	Amyrgian	1
KUR da-a-an	Dahai	1
KUR ka-at-pa-tuk	Cappadocia	1
KUR in-du-ú	India	1
KUR gan-da-ar	Gandara	1
KUR ma-ak	Maka	1
KUR ḫu-ma-ʾ-ra-za-am	Chorasmia	1
a-ḫu-ul-lu-ú	other side	1
KUR ia-a-man-na	Ionians	1
KUR mi-ṣir	Egypt	1
KUR sa-pa-ar-da	Sardis	1
KUR sa-at-a-gu-uš	Sattagydia	1
KUR aš-šur	Assyria	1
KUR DIN TIR KI	Babylonia	1
