AKK	ENG	Frequency
ù	and	7
d AMAR UTU	Marduk	4
LUGAL	king	4
a-na	to	4
DINGIR DINGIR	of gods	3
ša	which	3
é-zi-da	Ezida	3
i-na	at	3
KÙ BABBAR	silver	3
sì-ip-pe-e	door-jambs	2
it-ti	with	2
ni-šim	people	2
ša	of	2
ri-i-mu	wild bull	2
i-na	in	2
KÁ- d UTU È	Ka-Utu-e	2
KÁ- d LAMMA-a-ra-bi	Ka-Lamma-arabi	2
KÁ-ḪÉ GÁL	Ka-ḫegal	2
é-sag-íl	Esagil	2
ma-aḫ-ri	former	2
d AG	Nabû	2
KÁ KÁ	of gates	2
IBILA	heir	2
ša	whose	2
re-e-ši-ia	me	1
GAL	great	1
a-na-ku	I	1
ì-nu-um	When	1
EN	lord	1
ú-ša-al-bi-iš-šu	I covered it	1
ú-ul-lu-ú	elevated	1
pa-ar-ṣu	rites	1
é-sag-íl	of Esagil	1
ki-sè-e	bases	1
e-ri-i	copper	1
MUŠ ḪUŠ	mušḫuššu-dragon	1
aš-te-né-eʾ-a	strive after	1
ka-a-a-nam	constantly	1
re-eš-tu-tu	original	1
uš-te-te-eš-še-er	keep in order	1
MA DA	land	1
e-eš-re-e-ti	shrines	1
a-za-an-na-an	I provide for	1
la ba-aṭ-la-ak	unstinting	1
a-na-ku	myself	1
ka-a-a-na-ak	I was ever-present	1
a-na	towards	1
id-di-nam	gave	1
TIN TIR KI	of Babylon	1
bé-e-lu	rule	1
ma-a-ti	land	1
d EN-MU-IN GAR	of Bēl-šum-iškun	1
DINGIR	gods	1
ši-ma-a-ti	fates	1
mu-ši-im	who determines	1
a-ša-re-du	foremost	1
mi-it-lu-uk-ti	decision	1
iš-ku-nu	made	1
GAL GAL	great	1
da-ri-ti	everlasting	1
ši-ma-at-su	whose fate	1
LUGAL-ú-ti-šu	kingship	1
e-pe-e-šu	exercise of	1
a-na	about	1
da-am-qá-a-ti	good deeds	1
e-pí-iš	who performs	1
mu-ud-di-iš	renovates who	1
KÁ DINGIR RA KI	of Babylon	1
MA DA MA DA	lands	1
i-ši-mu	determined	1
DUMU	son	1
qa-tu-uš-šu	whose hands	1
ka-ak-ku-šu	his weapon	1
id-di-nu-šu	gave	1
ša-ga-pú-ru	majestic one	1
d èr-ra	Erra	1
ka-a-a-nam	always	1
ga-ma-lu	spare	1
e-ṭe-ri	save	1
ú-ša-at-mi-ḫu	let grasp	1
ki-iš-šu-ti	authority over	1
i-ša-ar-ti	just	1
GIŠ NÍG GIDRU	scepter	1
ki-i-nim	legitimate	1
e-pé-e-šu	perform	1
ṣa-al-ma-at qá-qá-dam	black-headed	1
re-é-ú-ti	shepherdship	1
e-pé-e-šu	exercise	1
na-an-zu-zu	are stationed	1
8	eight	1
KÁ-U₆ DE BABBAR	Ka-ude-babbar	1
UD 5 KÁM	fifth	1
ši-ma-a-ti	of Destinies	1
qé-re-eb	inside	1
za-am-mu-uk-ku	New Year	1
re-e-ša	beginning	1
ša-at-ti	of year	1
i-na	during	1
i-sì-in-ni a-ki-ti	akītu-festival	1
ta-be-e	setting out	1
d EN LÍL	of Enlil	1
d na-bi-um	Nabû	1
ki-nim	legitimate	1
i-ša-ad-di-ḫu	goes in procession	1
a-na qé-re-eb	into	1
šu-an-na KI	Šuanna	1
UD 11 KÁM	eleventh days	1
ki-gal-lam	pedestal	1
ṣe-ru-uš-šu	upon it	1
ti-iq-nim	ornaments	1
⸢nam⸣-ru	shining	1
KÙ GI	gold	1
pi-ti-iq-šu	structure	1
ip-ti-qu	had cast	1
i-na	with	1
i-ra-am-mu-ú	takes up residence	1
i-na	when	1
šit -⸢lu-ṭù⸣	tri umphant	1
⸢IBILA⸣	heir	1
ba-bi-lam KI	Babylon	1
ša	from	1
ta-a-ri	returning	1
a-la-ku	going	1
BÁRA	Dais	1
i-na	on	1
la	not	1
le-em-nim	evil doer	1
uš-zi-zu	did station	1
ia-ti	me	1
áš-ru	humble	1
ša-aḫ-ṭu	respectful	1
ša	who	1
pa-la-ḫa	to revere	1
DINGIR DINGIR	gods	1
mu-du-ú	knows how	1
e-ep-ti-iq-ma	I cast	1
mé-lam-mu	of brilliance	1
MUŠ ḪUŠ	mušḫuššu-dragons	1
e-ri-i	of copper	1
še-zu-zu-ú-ti	fierce	1
ša	that	1
a-a-bi	enem ies	1
ú-uš-zi-iz	stationed	1
ki-se-e	bases	1
sì-ma-a-ti-šu	appearance	1
re-eš-ta-a-ti	original	1
ki-ma	according to	1
la-bi-ri-im-ma	ancient times	1
ki-ma	as	1
ši-na-a-ti	those	1
KÁ-U₆ DE BABBAR	Ka-ude- babbar	1
i-za-an-nu	coat	1
ú-ša-al-bi-iš-ma	covered	1
KÙ BABBAR	of silver	1
e-eb-bi	shining	1
ti-i-ri	plating	1
mu-ú-ti	deadly	1
i-ma-at	venom	1
d NÈ ERI₁₁ GAL-LUGAL-ú-ṣu-úr	Neriglissar	1
