AKK	ENG	Frequency
_a mu-ru	_dedicated	1
uri2 ki	Ur	1
u3	and	1
unu ki	of Uruk	1
_sag-gesz-ra	_conqueror	1
ki a-ga-de3	of Agade	1
_lugal	_king	1
szar-ru-gi	Sargon	1
d	god	1
a-na	To	1
