AKK	ENG	Frequency
_a mu-ru	_he dedicated	1
elam ki	of Elam	1
_nam-ra-ak	_booty	1
in	from	1
_sag-gesz-ra_-ni	he conquered	1
pa2-ra-ah-szum2 ki	Paraḫšum	1
u3	and	1
elam ki	Elam	1
i3-nu	when	1
_kisz	_of world	1
_lugal	_king	1
ri2-mu-usz	Rimuš	1
d suen	Sin	1
a-na	To	1
