GRC	ENG	Frequency
καὶ	and	4
ἐπὶ	on	3
νῆες	ships	2
ἑταῖροι	comrades	2
θινὶ	shore	1
μηρίʼ	thigh	1
ἔκαιον	burned	1
οὐκ	not	1
ἐμπάζετο	heeded	1
ἱρῶν	sacrifice	1
ἀλλʼ	and	1
μερμήριξεν	thought	1
τὸν δʼ	the	1
ἀπολοίατο	destroy	1
ὃς	who is	1
ἐμοὶ	my	1
ὣς	Thus	1
ἦμαρ	day	1
πρόπαν	livelong	1
ἐς	to	1
καταδύντα	going down	1
ἠέλιον	the sun	1
δαινύμενοι	feasted	1
κρέα	meat	1
πᾶσιν	of all	1
Ζηνὶ	Jove	1
ἀνάσσει	lord	1
νῆα	vessel	1
ἀφικόμεθʼ	we got	1
τὴν	the	1
νῆσον	island	1
ἔνθα	where	1
ἄλλαι	rest	1
μένον	left	1
ὀδυρόμενοι	lamenting	1
ποτιδέγμενοι	awaiting	1
ἡμέας	us	1
θαλάσσης	sea	1
ἠέλιος	the sun	1
ῥηγμῖνι	shore	1
Κύκλωπος	Cyclops	1
μῆλα	sheep	1
ἐκέλσαμεν	ran	1
ἴσης	equitably	1
μή τίς	none	1
δασσάμεθʼ	divided	1
ἀρνειὸν	the ram	1
ἐμοὶ	I	1
μέθυ	drink	1
ἦμος	when	1
κατέδυ	went down	1
βῆμεν	got out	1
προτέρω	on	1
ἄσμενοι	glad	1
θανάτοιο	death	1
ἑταίρους	our comrades	1
ὀλέσαντες	lost	1
ἐλθόντες	return	1
ἐν	upon	1
ψαμάθοισιν	the sands	1
ἐκ	of	1
ἑλόντες	landed	1
ἀκαχήμενοι	with sorrow	1
ὡς	so that	1
ἀτεμβόμενος	complain	1
ἑταῖροι	my companions	1
δόσαν	sacrificed	1
ὅ	he	1
ὅπως	how	1
ἀμβαίνειν	board	1
καθῖζον	took	1
ὁ δʼ	he	1
ἦτορ	hearts	1
πλέομεν	sailed	1
οἱ δʼ	they	1
ἦμος	When	1
κνέφας	dark	1
ἦλθε	came	1
κοιμήθημεν	camped	1
ἐπὶ	upon	1
θαλάσσης	beach	1
Ἠώς	Dawn	1
ῥοδοδάκτυλος	rosy-fingered	1
φάνη	appeared	1
ἠριγένεια	child of morning	1
ἐγὼν	I	1
ἔνθεν	so	1
ἐποτρύνας	bade	1
ἑτάροισιν	my men	1
πρυμνήσια	hawsers	1
λῦσαι	loose	1
τε	and	1
ἀνά	on	1
πολιὴν	grey	1
ἅλα	sea	1
τύπτον	smote	1
ἐρετμοῖς	with oars	1
ὅτε	When	1
