GRC	ENG	Frequency
ὣς	thus	2
τοῦ	the	2
ὁ	the	2
μοχλὸν	beam	2
τὸν δʼ	the	1
πυριήκεα	red hot	1
ἐρεισθεὶς	bearing	1
δίνεον	turning it	1
ὡς	as	1
τρυπῷ	boring	1
τρυπάνῳ	with an auger	1
νήιον	a ship	1
ὑποσσείουσιν	turning	1
ἱμάντι	strap	1
αἷμα	blood	1
ἑλόντες	bore	1
περίρρεε	bubbled	1
θερμὸν	boiling	1
βλέφαρʼ	eyelids	1
ὀφρύας	eyebrows	1
ῥίζαι	roots	1
πυρὶ	fire	1
σφαραγεῦντο	sputtered	1
εὗσεν	scalded	1
ὡς	As	1
ἐφύπερθεν	upon	1
ὀφθαλμῷ	eye	1
ἐγὼ	I	1
πυρός	the fire	1
περ	though	1
ἐών	it was	1
ὅτε	When	1
ἐλάινος	wood	1
μέλλεν	about	1
ἅψεσθαι	blaze	1
διεφαίνετο	glowing	1
ἐκ	out of	1
ἐγὼν	I	1
πέλεκυν	axe	1
φέρον	drew	1
ἑταῖροι	men	1
ἀμφὶ	round	1
θάρσος	courage	1
ἐνέπνευσεν	filled	1
δαίμων	heaven	1
ὀξὺν	sharp	1
ἄκρῳ	end	1
ἐνέρεισαν	drove	1
χαλκεὺς	blacksmith	1
ψυχρῷ	cold	1
σκέπαρνον	hatchet	1
ἐμμενὲς αἰεί	as long as	1
πεφυρμένον	besmirched	1
πολλῷ	all	1
αἵματι	with gore	1
ἵσταντʼ	gathered	1
αὐτὰρ	for	1
ἐλάινον	beam	1
οἱ	We	1
δόρυ	plank	1
ὀφθαλμῷ	his eye	1
ἐξέρυσʼ	plucked	1
ἐν	into	1
πάντα	all	1
ἀμφὶ	over	1
ἀυτμὴ	steam	1
καὶ	and	1
καιομένης	burning	1
γλήνης	eyeball	1
οἱ	the	1
γὰρ	for	1
ὀφθαλμοῖο	from his eye	1
αὐτὰρ	but	1
ὕδατι	water	1
σίζʼ	hiss	1
οἱ δέ	they	1
εἰν	into	1
βάπτῃ	plunges	1
φαρμάσσων	temper	1
μεγάλα	great	1
ἰάχοντα	hiss	1
σιδήρου	iron-	1
κράτος	strength	1
ἐστίν	gives	1
ὀφθαλμὸς	eye	1
ἡμεῖς	We	1
ἐλαϊνέῳ	wood	1
μοχλῷ	olive	1
περὶ	round	1
σμερδαλέον	hideous	1
ᾤμωξεν	yells	1
ἴαχε	ring	1
πέτρη	cave	1
ἀπεσσύμεθʼ	ran away	1
δείσαντες	in a fright	1
χλωρός	green	1
