GRC	ENG	Frequency
καὶ	and	3
ἦμος	when	2
νῆες	ships	2
κρέα	meat	1
ἐρίηρες	loyal	1
ἐμοὶ	my	1
πᾶσαι	all	1
ἀπολοίατο	ruin	1
μερμήριξεν	planned	1
ἠέλιον καταδύντα	sunset	1
ἦμαρ	day	1
πρόπαν	all	1
ἄσπετα	strong	1
μηρίʼ	thighs	1
μέθυ	wine	1
ἡδύ	sweet	1
ἠέλιος	sun	1
κατέδυ	went down	1
κνέφας	darkness	1
ἦλθε	fell	1
ῥηγμῖνι	breaking	1
θαλάσσης	waves	1
ἐπὶ	beside	1
ἑταῖροι	men	1
πλέομεν	we sailed	1
ῥοδοδάκτυλος	rose-fingered	1
ἑλόντες	took	1
ἔνθα	where	1
μένον	docked	1
ἑταῖροι	The men	1
ὀδυρόμενοι	weeping	1
ἡμέας	us	1
ποτιδέγμενοι	waiting	1
νῆα	ship	1
μῆλα	sheep	1
Κύκλωπος	from the Cyclops	1
νηὸς	ship’s	1
δασσάμεθʼ	shared	1
τὸν δʼ	the	1
ἑταῖροι	my crew	1
οἴῳ	alone	1
ἐμοὶ	me	1
ἀρνειὸν	ram	1
ἔξοχα	favorite	1
δόσαν	gave	1
Κρονίδῃ	Cronus	1
κελαινεφέι	of Dark Clouds	1
θινὶ	shore	1
ἐπὶ	on	1
ἀνάσσει	Lord	1
ἠριγένεια Ἠώς	Dawn	1
κοιμήθημεν	we went to sleep	1
εἴσβαινον	obeyed	1
ἱρῶν	offering	1
ἀλλʼ	and	1
ὣς	So	1
ἐς	till	1
δαινύμενοι	feasting	1
αὐτούς	them	1
τε	and	1
πρυμνήσια	cables	1
οἱ	they	1
αἶψʼ	Quickly	1
ἐπὶ	at	1
μήλων	the flock	1
ἔνθεν	So	1
ὀλέσαντες	grieving	1
ἑταίρους	friends	1
ἐγὼν	I	1
ἑτάροισιν	my men	1
πᾶσιν	all the world	1
δαιομένων	I slaughtered	1
Ζηνὶ	for Zeus	1
ἔκαιον	I burned	1
ἥμεθα	we were sitting	1
ἐμπάζετο οὐκ	ignored	1
τίς	men	1
φάνη	came	1
ἐρετμοῖς	with oars	1
ἐποτρύνας	roused	1
ἐκέλευσα	told	1
ἀμβαίνειν	embark	1
λῦσαι	loose	1
κληῖσι	rowing benches	1
καθῖζον	sat	1
ἑξῆς	all in order	1
πολιὴν	gray	1
ἅλα	saltwater	1
τύπτον	struck	1
προτέρω	on	1
ἴσης	equal	1
ἦτορ	hearts	1
ἀκαχήμενοι	with sorrow	1
ἄσμενοι	glad	1
τὴν	the	1
ἀφικόμεθʼ	We reached	1
ἥατʼ	sitting	1
ἐκέλσαμεν	beached	1
βῆμεν	disembarked	1
ἐκ	out of	1
ὡς	so	1
νῆσον	island	1
