GRC	ENG	Frequency
μοχλὸν	stake	2
ἅψεσθαι	catch	1
τρυπάνῳ	with a drill	1
ὀφθαλμῷ	into his eye	1
ἐνέρεισαν	drove	1
δίνεον	spun it	1
ἐφύπερθεν	behind it	1
ἐρεισθεὶς	putting	1
νήιον	ship’s	1
ἀνὴρ	man	1
δόρυ	beam	1
τρυπῷ	bores	1
ὀξὺν	sharp	1
ὡς	The way	1
τις	a	1
ἔνερθεν	beneath	1
ἱμάντι	with a strap	1
πυριήκεα	fiery-pointed	1
ὀφθαλμῷ	eye	1
ἐν	In	1
τοῦ	the	1
δινέομεν	we twirled	1
αἷμα	blood	1
ἄκρῳ	point	1
ἑλόντες	lifted	1
περίρρεε	Around	1
αἰνῶς	really	1
περ	though	1
ἐών	it was	1
πυρὶ	fire	1
μοχλὸς	olivewood	1
ἐλάινος	stake	1
ὅτε	When	1
ὁ	the	1
μέλλεν	about	1
διεφαίνετο	glowing	1
ἐγὼν	I	1
ἐλάινον	stake	1
φέρον	took	1
ἐκ	out	1
θάρσος	inspired	1
αὐτὰρ	and	1
δαίμων	god	1
ἀμφὶ	around	1
ἵσταντʼ	Stood	1
ἑταῖροι	My men	1
μοχλὸν	olivewood	1
τὸν δʼ	The	1
θερμὸν	searing	1
ἆσσον	right up	1
ὀφθαλμοῖο	from his eye	1
περὶ	around	1
ᾤμωξεν	He screamed	1
ἴαχε	rang	1
πέτρη	rock walls	1
ἡμεῖς δὲ	We	1
δείσαντες	in terror	1
ἀπεσσύμεθʼ	shrank back	1
ὁ	he	1
ἐξέρυσʼ	wrenched	1
πεφυρμένον αἵματι	blood-grimed	1
ἐλαϊνέῳ	stake	1
ἀυτμὴ	the heat	1
ὣς	That’s	1
σιδήρου ὣς	iron—that’s	1
ἁψάμενοι	Leaning	1
τὸ δὲ	it	1
ὑποσσείουσιν	spinning	1
τρέχει ἐμμενὲς	and spinning	1
αἰεί	Keep	1
ἐγὼ δʼ	I	1
μοχλῷ	olivewood	1
ὀφθαλμὸς	eye	1
βλέφαρʼ	lids	1
σφαραγεῦντο	crackled	1
καὶ	and	1
ὀφρύας	brow	1
πάντα	all	1
εὗσεν	singed	1
γλήνης	eyeball	1
καιομένης	burning	1
ῥίζαι	roots	1
πυρὶ	in fire	1
οἱ	the	1
χαλκεὺς	smith	1
τοῦ	his	1
πέλεκυν	axe-head	1
σκέπαρνον	adze	1
ὡς	Like	1
εἰν	into	1
ὕδατι	water	1
βάπτῃ	dips	1
ἰάχοντα	hissed	1
φαρμάσσων	temper	1
σίζʼ	Sizzled	1
χλωρός	green	1
