"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"f2d6086c-a35b-4d3a-add8-34e8456230e9","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ὅρμοι","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::398;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::403","","","","","","","","","geoname","","",""
"fe57c56b-cba0-472a-8d5f-e86e4d3b52f9","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Πυραλάων νήσων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::486;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::500","PLACE","http://pleiades.stoa.org/places/39410","Pyraloi (islands)","-0030/0300","-2.2166666666666663","40.96111133333333","island,archipelago","VERIFIED","","","",""
"abf99173-e9cf-4397-bc6a-8e069ed20f6b","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Διώρυχος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::519;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::527","PLACE","","","","","","","NOT_IDENTIFIABLE","","""up to the Pyralaoi islands and what is called the 'Canal'""; not sure how to/if to annotate","",""
"11fc85b8-5008-4766-bb96-e4906189bcb7","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","μικρὸν ἐπάνω τοῦ λιβὸς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::536;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::558","","","","","","","","","orientation|absolute","","",""
"53eba44b-53ee-4f87-b5f3-684da1de41f5","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","δύο δρόμους","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::564;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::575","","","","","","","","","distance","","",""
"75fb5e34-df76-483a-907a-685a0433e79a","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","τὴν †δύσιν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::599;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::609","","","","","","","","","orientation|absolute","","",""
"845cde1a-ec57-41b1-a6e4-35e83ee54b93","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Μενουθεσιὰς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::622;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::633","PLACE","http://pleiades.stoa.org/places/40222","Menouthias|Menouthias Ins., Zanzibar?","-0030/0300","-6.12033","39.32357","unlocated","VERIFIED","","","",""
"2175b11a-404e-4835-94de-1bbce504e9fa","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","νῆσος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::641;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::646","","","","","","","","","geoname","","",""
"9a9e9a4c-f639-4b59-a886-e736d08890ad","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ἀπὸ σταδίων τῆς γῆς ὡσεὶ τριακοσίων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::647;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::682","","","","","","","","","distance","","",""
"d8b994e9-774d-4af4-829c-667cf2f1005c","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","γῆς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::663;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::666","","","","","","","","","geoname","","",""
"1cda3331-489b-4457-a724-88419671c99b","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ποταμοὶ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::718;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::725","","","","","","","","","geoname","","",""
"ebb22f48-eddc-45da-a116-3e0c20ff4b52","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","νήσῳ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::947;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[15]::951","","","","","","","","","geoname","","",""
"76817c2b-baa4-4829-aff4-78acc4d581f8","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","δύο δρόμους","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::13;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::24","","","","","","","","","distance","","",""
"b43e9c2a-cc08-4c50-887c-fa18eb4da5b7","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ἠπείρου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::29;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::36","","","","","","","","","geoname","","",""
"69c33fed-2324-47bc-94ca-34b050fdd47f","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀζανίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::59;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::66","PLACE","http://pleiades.stoa.org/places/39307","Azania","-0030/0300","2.5","42.5","region","VERIFIED","","","",""
"7f44bf9d-2b63-4678-bb7f-1a2cf7b7f8a1","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀζανίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::59;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::66","PLACE","http://pleiades.stoa.org/places/39307","Azania","-0030/0300","2.5","42.5","region","VERIFIED","","","",""
"2c8296bf-74a1-4c95-9e3e-062290ae2969","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ἐμπόριον","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::67;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::75","","","","","","","","","geoname","","",""
"aaa96799-7dba-4a11-8d94-b2e9dec311a5","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ῥάπτα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::87;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::92","PLACE","http://pleiades.stoa.org/places/39414","Rhapta|Rhapta, R Rufiji","-0030/0300","-7.69731","39.3631","settlement","VERIFIED","","","",""
"67c94cfa-e4c0-4331-a047-4c5c3787a133","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","χώραν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::254;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::259","","","","","","","","","geoname","","",""
"92184c8f-2d6c-4798-860d-38b2458757c3","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ῥάψιοι","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::273;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::279","PLACE","http://pleiades.stoa.org/places/930240","Rapsioi","-0550/0300","","","unlocated","VERIFIED","@ana:#collective","","",""
"27128745-441d-4671-95be-e2eca5850406","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","τόπον","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::306;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::311","","","","","","","","","geoname","","",""
"efe40509-032c-4b8e-8926-b4dc69030e99","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","βασιλείᾳ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::406;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::414","","","","","","","","","geoname","","",""
"ce2d2c0e-e238-471e-bc04-eada03028077","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀραβίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::436;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::443","PLACE","http://pleiades.stoa.org/places/29475","Arabia","-0720/0640","27.5","42.5","region","VERIFIED","","","",""
"8dc9d20c-ce26-446c-8da7-b434d9e43204","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Μοφαρίτης","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::447;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::456","PLACE","","","","","","","NOT_IDENTIFIABLE","place.derivative","no current record in resources","",""
"910c0b20-9225-4490-9239-aba34fef76fc","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Μούζα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::518;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::523","PLACE","http://pleiades.stoa.org/places/39390","Mouza Emporion|Mouza Emporion, Wahija at the mouth of Wadi Mauza', about 20 miles W Mauza'?","-0330/0300","13.31902","43.22584","station","VERIFIED","","","",""
"41a1421f-8aef-4e58-a9ac-0acda5b826e8","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἄραψιν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::598;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::604","PLACE","http://pleiades.stoa.org/places/29475","Arabia","-0720/0640","27.5","42.5","region","VERIFIED","@ana:#collective","","",""
"2895f3bb-5239-45bd-87a1-caa261d28162","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","τόπων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::681;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[16]::686","","","","","","","","","geoname","","",""
"3013f02a-ef35-4523-a5df-8b2cfe576809","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ἐμπόρια","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::22;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::29","","","","","","","","","geoname","","",""
"68cc6aae-f66a-4678-a38b-ca23e6578bec","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Μούζα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::62;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::67","PLACE","http://pleiades.stoa.org/places/39390","Mouza Emporion|Mouza Emporion, Wahija at the mouth of Wadi Mauza', about 20 miles W Mauza'?","-0330/0300","13.31902","43.22584","station","VERIFIED","","","",""
"d5de3cdf-cff3-485b-8864-ecf8f6c54ca0","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","τόπους","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::170;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::176","","","","","","","","","geoname","","",""
"e4f72f6f-e042-4c2e-8f0f-897e7ca71804","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Βαρβάρων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::265;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::273","PLACE","http://pleiades.stoa.org/places/39435","Trogodytice","-0030/0300","17.5","37.5","region","VERIFIED","@ana:#collective","","",""
"b1878980-9774-43cd-bf27-236073aa04b8","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","τόπων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::296;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::301","","","","","","","","","geoname","","",""
"ce7a78f7-15f0-4686-9597-e04fe15ae6b7","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀδουλιντικοῦ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::332;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::344","PLACE","http://pleiades.stoa.org/places/39271","Adouli|Adouli/Adule, Zeila|Adouli, Azouli","-0030/0300","11.353889","43.473889","settlement,port","VERIFIED","place.derivative","","",""
"f3b41520-1e80-4161-8b7f-703ec3d3ccfb","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἰνδικὴν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::389;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[17]::396","PLACE","http://pleiades.stoa.org/places/50004","India","-0330/0300","22.5","77.5","region","VERIFIED","place.derivative","","",""
"2b1b687c-f43d-460e-9b8e-d7936ea81ddb","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ἐμπόρια","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::41;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::48","","","","","","","","","geoname","","",""
"14dd7e4a-7e1f-4684-a6ff-7191d7faa95c","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀζανίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::53;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::60","PLACE","http://pleiades.stoa.org/places/39307","Azania","-0030/0300","2.5","42.5","region","VERIFIED","","","",""
"ea97f9d0-9d93-4bf0-afa4-4bc6911f1d1f","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ἐν δεξιοῖς ἀπὸ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::65;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::79","","","","","","","","","orientation|relative","","",""
"8ac59a62-2a53-4c7d-82bc-3eb9b3af8f93","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Βερνίκης","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::80;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::88","PLACE","http://pleiades.stoa.org/places/785986","Berenice/Berenike|Berenike/Berenice, Bender el-Kebir","-0330/2100","23.91052","35.47517","settlement,port","VERIFIED","","","",""
"6db11eea-1dbe-4d30-99e8-7226703aac21","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","τόπους","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::122;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::128","","","","","","","","","geoname","","",""
"5ce469cf-0442-4c3e-8510-243be4c71b44","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","εἰς τὴν δύσιν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::152;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::165","","","","","","","","","orientation|absolute","","",""
"1a86a6ee-97e9-4403-821e-af2bce34c431","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Αἰθιοπίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::213;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::222","PLACE","http://pleiades.stoa.org/places/39274","Aethiopia","","14.125005","38.721522","unknown","VERIFIED","","","",""
"268756fd-b041-40cc-a857-0ca67e155a77","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Λιβύης","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::227;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::233","PLACE","http://pleiades.stoa.org/places/716588","Libya","-0030/0640","31.5","26.5","region","VERIFIED","","It looks like this may be the Libya province/s, but since Pleiades has only entries for the separate Inferior and Superior we could not choose one. ","",""
"41e4bf12-5487-4edc-b317-af93dc97e1f1","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀφρικῆς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::238;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::245","PLACE","http://pleiades.stoa.org/places/775","Africa (region)","-0030/0300","32.5","7.5","region","VERIFIED","","Perhaps referring to Africa Proconsularis. It looks like the Africa Region in Pleiades is just an interpretation, with hypothetical coordinates of what could be associated to Africa in Roman times. ","",""
"463cf98e-ee12-4829-886f-403a794e42b6","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","κατὰ τὸν νότον","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::246;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::260","","","","","","","","","orientation|absolute","","",""
"6254b8dc-ea93-4cd9-a6bb-86f31214c3c3","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","θάλασσαν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::300;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[18]::308","","","","","","","","","geoname","","",""
"ee1f5b17-d918-4f22-a1d6-9b16bd2aad78","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἐκ δὲ τῶν εὐωνύμων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::1;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::19","","","","","","","","","orientation|relative","","",""
"22bd1c19-f579-45a8-aefb-ef4591e03d3c","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Βερνίκης","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::20;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::28","PLACE","http://pleiades.stoa.org/places/785986","Berenice/Berenike|Berenike/Berenice, Bender el-Kebir","-0330/2100","23.91052","35.47517","settlement,port","VERIFIED","","","",""
"c5e119b7-d559-433f-90dc-2561d1ff6a68","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Μυὸς ὅρμου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::33;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::43","PLACE","http://pleiades.stoa.org/places/786069","Myos Hormos?|Myos Hormos/Aphrodites Hormos, Quseir el-Qadim","-0030/2100","26.15623","34.24255","settlement,port","VERIFIED","","","",""
"38b37988-5fc2-44a6-a227-403a77c0ffda","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","δυσὶν δρόμοις ἢ τρισὶν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::44;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::66","","","","","","","","","distance","","",""
"5f62b9fd-dafb-4127-bdd2-5e59fd60ee6a","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","εἰς τὴν ἀνατολὴν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::67;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::83","","","","","","","","","orientation|absolute","","",""
"ad64f435-dce2-425f-9c96-849533b2edc0","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","κόλπον","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::114;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::120","","","","","","","","","geoname","","",""
"03bf0069-c234-4714-9bd3-e78b26a44027","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ὅρμος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::121;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::126","","","","","","","","","geoname","","",""
"dee4b1b5-0cb5-476e-ade3-9481fc36597b","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Λευκὴ κώμη","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::164;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::174","PLACE","http://pleiades.stoa.org/places/814698","Leuke Kome?/Onne?|Leuke Kome?/Onne?, 'Aynuna","-0330/0300","28.059202","35.1853555","settlement","VERIFIED","","","",""
"f0128122-0540-48b3-93ba-15547dc520c1","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Πέτραν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::198;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::204","PLACE","http://pleiades.stoa.org/places/697725","Petra|Petra, Petra","-2600000/2100","30.3273975","35.4464006","settlement","VERIFIED","","","",""
"0c925019-7f58-4393-88de-591a6ad45d52","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Μαλίχαν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::210;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::217","PERSON","","","","","","","","","https://www.wikidata.org/wiki/Q881103","",""
"fbdf94b1-3ade-454c-9a3e-0b2b467149be","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀναβαταίων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::227;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::237","PLACE","http://pleiades.stoa.org/places/29677","Nabataea","","32.5","37.5","region","VERIFIED","@ana:#collective","","",""
"8d564e86-0874-4051-a9ae-60a42bb5e755","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ἐμπορίου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::247;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::255","","","","","","","","","geoname","","",""
"bed729e5-257b-4bd7-b62b-52100ea00a40","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀραβίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::289;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[19]::296","PLACE","http://pleiades.stoa.org/places/29475","Arabia","-0720/0640","27.5","42.5","region","VERIFIED","","","",""
"4eae52c4-886f-4221-aed1-955490b1826b","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀραβικὴ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::37;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::44","PLACE","http://pleiades.stoa.org/places/29475","Arabia","-0720/0640","27.5","42.5","region","VERIFIED","","","",""
"fdebbc11-58a8-4dd8-ad94-9c564d769856","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","χώρα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::45;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::49","","","","","","","","","geoname","","",""
"db73faf5-fe65-446e-8071-db9b68e68ded","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἐρυθρᾷ θαλάσσῃ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::87;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::101","PLACE","http://pleiades.stoa.org/places/39290","Arabicus Sinus/Erythr(ae)um/Rubrum Mare","-0030/2100","19.0","39.5","water-open","VERIFIED","","","",""
"f371fcd2-1935-4c56-aca0-4ad458e5d9e0","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","θάλασσαν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::219;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::227","","","","","","","","","geoname","","",""
"38801e78-f451-4d34-8c06-89e64599dc17","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἰχθυοφάγων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::235;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::245","PLACE","http://pleiades.stoa.org/places/40028","Aithiopes Ichthyophagoi","-0030/0300","","","unlocated","VERIFIED","@ana:#collective|epithet","Added pleiades entry for this population, although it's unlocated. Another suitable match is ID 766372, but currently not included in Recogito.","",""
"edc4ad43-0ed7-46fb-a8ff-3cd769053039","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","κώμας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::284;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::289","","","","","","","","","geoname","","",""
"27f48f9d-548f-44ca-a830-cb9c9590358b","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","νομαδίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::294;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::302","","","","","","","","","geoname","","",""
"847d00b6-a5ca-47e8-9175-69924b0ff8ff","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀραβίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::500;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::507","PLACE","http://pleiades.stoa.org/places/29475","Arabia","-0720/0640","27.5","42.5","region","VERIFIED","","","",""
"4ee621c6-83b6-45b3-9852-f31ea058f820","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Κανραῗται","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::537;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::546","PLACE","http://pleiades.stoa.org/places/29475","Arabia","-0720/0640","27.5","42.5","region","VERIFIED","@ana:#collective","","",""
"0c5f11a5-028b-49d2-af58-6606c8c99482","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀραβικῆς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::572;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::580","PLACE","http://pleiades.stoa.org/places/29475","Arabia","-0720/0640","27.5","42.5","region","VERIFIED","","","",""
"e85b2be6-f298-42ec-a6a2-6d4df9137010","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","χώρας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::581;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::586","","","","","","","","","geoname","","",""
"1d7b0929-9609-41f0-8c33-0f1e81fe9487","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ἠπείρου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::587;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::594","","","","","","","","","geoname","","",""
"efb3dc81-611f-4447-802e-13c909653411","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","χώρα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::637;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::641","","","","","","","","","geoname","","",""
"92c108a1-8100-4bfb-9709-743a8f4f0f6b","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","ῥαχίαις","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::669;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::676","","","","","","","","","geoname","","",""
"09c16c74-627e-426b-8c86-1e7974104f3f","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","σπίλοις","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::681;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]::688","","","","","","","","","geoname","","",""
"dbbc0f06-dff7-4a2e-aa7c-5b6589070bac","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","Ἀραβικὴν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]/del[2]::8;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]/del[2]::16","PLACE","http://pleiades.stoa.org/places/29475","Arabia","-0720/0640","27.5","42.5","region","VERIFIED","","","",""
"720fcec1-6062-4400-8436-aa83973471c5","fgrh.2036.bnjo-1-ed-grc_postner_clean.xml","χώραν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]/del[2]::17;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/p[20]/del[2]::22","","","","","","","","","geoname","","",""
