GRC	ENG	Frequency
νῆες	vessels	2
ὁ δʼ	the	1
πᾶσαι	all	1
ἐμοὶ οἴῳ	mine	1
ῥηγμῖνι θαλάσσης	the shore	1
κοιμήθημεν	we rest	1
λῦσαι	unbind	1
πρυμνήσια	decks	1
πλέομεν	sweep	1
θανάτοιο	the dead	1
ἄσμενοι	Glad	1
Ἠώς	morning	1
μέθυ	bowls	1
ἄσπετα	plenteous	1
μερμήριξεν	beholds	1
ἀπολοίατο	lost	1
ἔκαιον	sacrifice	1
ἑλόντες	land	1
ὃς	whose	1
ἀνάσσει	rends	1
Ζηνὶ	great god	1
μῆλα	cattle	1
ἐν	on	1
ψαμάθοισιν	sea side	1
ἐκέλσαμεν	disembarking	1
αἰεί	waiting long	1
ποτιδέγμενοι	cheer’d	1
ἑταῖροι	navy	1
μένον	collected	1
ἁθρόαι	whole	1
ἀφικόμεθʼ	gain’d	1
τὴν	the	1
ὀδυρόμενοι	fear’d	1
ἔξοχα	master	1
ἐκ	for	1
τʼ	As	1
ἀκαχήμενοι	pensive	1
τύπτον	strokes	1
ἑξῆς	in order	1
αἶψʼ	Now	1
ἀμβαίνειν ἀνά	mount	1
τʼ	And	1
τότʼ	Then	1
φάνη ῥοδοδάκτυλος	purpled	1
ἦμος	Till	1
ἐπὶ	on	1
ἐπὶ	Till	1
κνέφας	evening	1
ἡδύ	invite	1
καὶ	and	1
δαινύμενοι	indulge	1
δαιομένων δόσαν	consecrate	1
τότε	While	1
κελαινεφέι	the skies	1
ἑταῖροι	by all	1
ὡς	Of	1
δασσάμεθʼ	divide	1
ἄλλαι	our	1
ἀρνειὸν	ram	1
ἔνθʼ	There	1
καταδύντα	roll’d away	1
ἠέλιον	the light	1
ἴσης	due shares	1
ἐμοὶ	my	1
ἑταῖροι	people	1
ἐμπάζετο οὐκ	Averse	1
νῆσον	island	1
