GRC	ENG	Frequency
ἐγὼ	I	2
μῆλα	sheep	2
τοὺς δὲ	they	1
ἑκάστῳ	they	1
ἐν	in	1
σπῆι	cave	1
ἔδμεναι	thy meal	1
ἔμελλες	meditatest	1
ἄρʼ	‘Hear me	1
οὐκ	no	1
ἀνάλκιδος	coward	1
κερτομίοισι	taunts	1
προσηύδων	accost	1
καὶ	With	1
Κύκλωπα	giant	1
οὐκ εἴων	check	1
κιχήσεσθαι	to inflict	1
στενάχοντο	mourn’d	1
γοῶντες	Big tears	1
φύγομεν	as	1
θάνατον	dead	1
οἳ	us	1
φίλοις	their friends	1
ἑτάροισι	the sailors	1
φάνημεν	return’d	1
ἀσπάσιοι	With joy	1
ἱκόμεθʼ	reach	1
ἐπὶ	on	1
νῆα	vessel	1
ἐλαύνομεν	we drive	1
πολλὰ περιτροπέοντες	in throngs	1
ἔργα	instrument	1
τίσατο	revenges	1
λίην	Doom’d	1
ἐν νηὶ	Aboard	1
Κύκλωψ	Cyclop	1
τῷ	The	1
Ζεὺς	god	1
σῷ	Thy	1
ἐπὶ	into	1
καὶ	and	1
ἀνὰ	and	1
κλαίειν	fondness	1
νεῦον	command	1
σχέτλιʼ	barbarous	1
καὶ	But	1
οὐχ	breach	1
γλαφυρῷ κρατερῆφι βίηφι	vengeance	1
αἶψʼ	in haste	1
οἱ δʼ	their	1
τύπτον	snatch	1
τόσσον	clear	1
ἀλλʼ	Now	1
ἀπῆν	off at sea	1
βοήσας	reach the ear	1
γέγωνε	human voice could	1
ὅσσον	far as As	1
ἐρετμοῖς	oars	1
ἐκέλευσα	heave	1
καλλίτριχα	wealthy	1
ὕδωρ	the deep	1
εἴσβαινον	rush	1
ἅζεο	hospitable	1
θεοὶ	the god	1
πίονα δημῷ	Fat	1
