AKK	ENG	Frequency
a-na	to	2
ma-li-BU	burial mound	1
isz-ma2	for	1
su-bi#-lam	to gather	1
nibru ki	Nippur	1
u-su-bi-lam	gathering	1
im-ri-im	Imrim	1
a-na	with	1
gur_ sza	chapel	1
_sze	of	1
2 u@c	2	1
szu-i3-li2-su	Shu-ilisu	1
na-bi2-um	Nabi um	1
en-ma#	From	1
