UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,Authority Link,First-level tag,Second-level tag,Typology,Visited or referenced,Other,COMMENTS,GROUP_ID,GROUP_ORDER
3f8a64d4-1f25-468a-bb33-db0211455dac,anabasis_book5_english.txt,Euxine,char-offset:46366,PLACE,http://pleiades.stoa.org/places/1224,Pontus Euxinus,-0750/2100,43.0786852,34.7425505,water-open,VERIFIED,EuxineSea|location|region,https://en.wikipedia.org/wiki/Black_Sea,location,,region,,,,,
dcfae74d-69aa-4203-bd7a-a894d7412cb6,anabasis_book5_english.txt,Timasion the Dardanian,char-offset:46682,PERSON,,,,,,,,timasion|person,timasion,person,,,,,"He has a Wikipedia article in Italian and Catalan, but since this project focuses on English only he will go unlinked.",,
f09e0c87-60d1-48f4-a200-0b8a758ea2c7,anabasis_book5_english.txt,the Dardanian,char-offset:46691,PLACE,http://pleiades.stoa.org/places/501393,"Dardanos|Dardanos, Dardanos",-0750/0300,40.071124,26.385172,settlement,VERIFIED,Dardanus|person|ethnic|region,https://en.wikipedia.org/wiki/Dardanus_(city),person,ethnic,region,,,,,
60cb46ba-1a10-4955-b9df-d1357a22864b,anabasis_book5_english.txt,Eurymachus the Dardanian,char-offset:46710,PERSON,,,,,,,,eurymachus|person,eurymachus,person,,,,,,,
828a7a7f-1fdd-4869-8766-291dcf584d6b,anabasis_book5_english.txt,the Dardanian,char-offset:46721,PLACE,http://pleiades.stoa.org/places/501393,"Dardanos|Dardanos, Dardanos",-0750/0300,40.071124,26.385172,settlement,VERIFIED,Dardanus|person|ethnic|region,https://en.wikipedia.org/wiki/Dardanus_(city),person,ethnic,region,,,,,
a92d6a40-abc3-42c1-b22e-77b46861e56d,anabasis_book5_english.txt,Thorax the Boeotian,char-offset:46739,PERSON,,,,,,,,thorax|person,thorax,person,,,,,,,
4ae54a2a-fc9d-4826-86a3-d8fac1f9f27a,anabasis_book5_english.txt,the Boeotian,char-offset:46746,PLACE,http://pleiades.stoa.org/places/540689,Boeotia,-0550/0300,38.34668803333333,23.18467753333333,region,VERIFIED,Boeotia|person|ethnic|region,https://en.wikipedia.org/wiki/Boeotia,person,ethnic,region,,,,,
4a3abcdd-1fc3-4ab2-8260-c7d739ef6faa,anabasis_book5_english.txt,Sinopeans,char-offset:46792,PLACE,http://pleiades.stoa.org/places/857321,"Sinope|Sinope, Sinop",-1750/2000,42.0206,35.14885,"settlement,port",VERIFIED,Sinope|collective|ethnic|referenced,"https://en.wikipedia.org/wiki/Sinop,_Turkey",collective,ethnic,,referenced,,,,
51179a82-824e-4d66-a250-ce33c5c5b0ff,anabasis_book5_english.txt,Heracleots,char-offset:46806,PLACE,http://pleiades.stoa.org/places/844944,"Heraclea|Heraclea/Herakleia, Karadeniz Ereğli",-0550/0640,41.284722,31.414722,settlement,VERIFIED,Heracleia|collective|ethnic|referenced,https://en.wikipedia.org/wiki/Heraclea_Pontica,collective,ethnic,,referenced,,,,
5775293d-0492-41b1-9ccc-584e18590857,anabasis_book5_english.txt,Timasion,char-offset:46840,PERSON,,,,,,,,timasion|person,timasion,person,,,,,,,
c60627b4-929e-4041-b1f8-8134a200320a,anabasis_book5_english.txt,Greece,char-offset:47164,PLACE,http://pleiades.stoa.org/places/1001896,Hellas,-0550/2100,37.5,22.5,province,VERIFIED,Greece|location|region,https://en.wikipedia.org/wiki/Ancient_Greece,location,,region,,,,,
fde44a73-a51b-4b71-8a3d-f418c67e6e38,anabasis_book5_english.txt,Cyzicene,char-offset:47407,PLACE,http://pleiades.stoa.org/places/511218,"Cyzicus|Cyzicus/Kyzikos, Belkiz Kale",-1200/2000,40.389806,27.874127,settlement,VERIFIED,Cyzicus|location|referenced,https://en.wikipedia.org/wiki/Cyzicus,location,,,referenced,,,,
4477adbb-07e8-45f0-8f70-46ff5cc38de8,anabasis_book5_english.txt,Troas,char-offset:47469,PLACE,http://pleiades.stoa.org/places/550944,Troas,-0750/0300,39.82696158473712,26.341361553099546,region,VERIFIED,Troas|location|region,https://en.wikipedia.org/wiki/Troad,location,,region,,,,,
ab126059-4b02-4c68-9a37-5024f9523d9d,anabasis_book5_english.txt,Aeolis,char-offset:47703,PLACE,http://pleiades.stoa.org/places/550406,Aeolis,-0750/0300,38.846442875,26.95080175,region,VERIFIED,Aeolis|location|region,https://en.wikipedia.org/wiki/Aeolis,location,,region,,,,,
552bf6b1-057c-45a2-9dc9-314ff7f5418f,anabasis_book5_english.txt,Phrygia,char-offset:47711,PLACE,http://pleiades.stoa.org/places/609502,Phrygia,-0750/0640,38.75,29.75,region,VERIFIED,Phrygia|location|region,https://en.wikipedia.org/wiki/Phrygia,location,,region,,,,,
56c7875a-3ea1-461a-a0ff-d6863b36fbbc,anabasis_book5_english.txt,Troas,char-offset:47720,PLACE,http://pleiades.stoa.org/places/550944,Troas,-0750/0300,39.82696158473712,26.341361553099546,region,VERIFIED,Troas|location|region,https://en.wikipedia.org/wiki/Troad,location,,region,,,,,
f2983ae7-b6df-4cb8-ab2a-c746807c5aff,anabasis_book5_english.txt,Pharnabazus,char-offset:47754,PERSON,,,,,,,,Pharnabazus|person,https://en.wikipedia.org/wiki/Pharnabazus_II,person,,,,,,,
8252d618-4695-4aed-ab62-18d7508abdc4,anabasis_book5_english.txt,Clearchus,char-offset:47855,PERSON,,,,,,,,Clearchus|person,https://en.wikipedia.org/wiki/Clearchus_of_Sparta,person,,,,,,,
283da09f-638e-4b96-8c5b-f27b76e0e0d9,anabasis_book5_english.txt,Dercylidas,char-offset:47869,PERSON,,,,,,,,Dercylidas|person,https://en.wikipedia.org/wiki/Dercylidas,person,,,,,,,
