UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,Authority Link,First-level tag,Second-level tag,Typology,Visited or referenced,Other,COMMENTS,GROUP_ID,GROUP_ORDER
5c9b1d09-0548-405d-93c1-70105ef3b7ef,anabasis_book6_english.txt,Cheirisophus,char-offset:22902,PERSON,,,,,,,,Cheirisophus|person,https://en.wikipedia.org/wiki/Cheirisophus_(general).,person,,,,,,,
9bb1720d-ad3d-48ef-aba2-ea20307d66a6,anabasis_book6_english.txt,Greeks,char-offset:23167,PLACE,http://pleiades.stoa.org/places/1001896,Hellas,-0550/2100,37.5,22.5,province,VERIFIED,Greek|collective|ethnic|region,https://en.wikipedia.org/wiki/Greeks.,collective,ethnic,region,,,,,
a20f62dd-be68-4763-b232-81854a12a282,anabasis_book6_english.txt,Timasion,char-offset:23728,PERSON,,,,,,,,timasion|person,timasion,person,,,,,,,
40a54735-3d18-496a-b240-acbc82286c9c,anabasis_book6_english.txt,Timasion,char-offset:25141,PERSON,,,,,,,,timasion|person,timasion,person,,,,,,,
2314d8d4-14ae-4df4-b80d-36d1b495197b,anabasis_book6_english.txt,Greeks,char-offset:25261,PLACE,http://pleiades.stoa.org/places/1001896,Hellas,-0550/2100,37.5,22.5,province,VERIFIED,Greek|collective|ethnic|region,https://en.wikipedia.org/wiki/Greeks.,collective,ethnic,region,,,,,
f4b4a318-bfc8-472d-b006-04d0816f4116,anabasis_book6_english.txt,Xenophon,char-offset:25384,PERSON,,,,,,,,Xenophon|person,https://en.wikipedia.org/wiki/Xenophon.,person,,,,,,,
1e7fb7b8-c7f6-479d-8daa-2ce0bc940838,anabasis_book6_english.txt,Thracians,char-offset:25679,PLACE,http://pleiades.stoa.org/places/501638,Thracia,-0750/0640,40.288041,23.129408,unknown,VERIFIED,Thrace|collective|ethnic|region,https://en.wikipedia.org/wiki/Thrace.,collective,ethnic,region,,,,,
7797a141-8e7e-488f-8a0c-1974a4e004c8,anabasis_book6_english.txt,Greeks,char-offset:25742,PLACE,http://pleiades.stoa.org/places/1001896,Hellas,-0550/2100,37.5,22.5,province,VERIFIED,Greek|collective|ethnic|region,https://en.wikipedia.org/wiki/Greeks.,collective,ethnic,region,,,,,
2e6911ea-dda3-4de9-b86e-2d5b688c810b,anabasis_book6_english.txt,Xenophon,char-offset:25844,PERSON,,,,,,,,Xenophon|person,https://en.wikipedia.org/wiki/Xenophon.,person,,,,,,,
27a1d849-898a-409f-a899-0a406f3d7a33,anabasis_book6_english.txt,Calpe Harbour,char-offset:25982,PLACE,http://pleiades.stoa.org/places/511285,"Kalpe|Kalpe, Kirpe",-0550/0300,41.1435155,30.1965195,settlement,VERIFIED,Calpe|location|referenced,https://en.wikipedia.org/wiki/Calpe_(Bithynia).,location,,,referenced,,,,
1097575b-34f0-4ea8-b314-0d3b41391cd4,anabasis_book6_english.txt,Arcadians,char-offset:26048,PLACE,http://pleiades.stoa.org/places/570102,Arcadia,-0750/0300,37.56741927,22.1653231,region,VERIFIED,Arcadia|collective|ethnic|region,https://en.wikipedia.org/wiki/Arcadia_(region).,collective,ethnic,region,,,,,
1cf8eba0-ee68-421f-8fa7-d0a59b2bf133,anabasis_book6_english.txt,Achaeans,char-offset:26062,PLACE,http://pleiades.stoa.org/places/570028,Achaea/Achaia (region),-0750/0300,38.10212147,22.22458591,region,VERIFIED,Achaea|collective|ethnic|region,https://en.wikipedia.org/wiki/Achaea.,collective,ethnic,region,,,,,
8cc9a83b-6f7d-4aca-8410-609909047af6,anabasis_book6_english.txt,Calpe,char-offset:26102,PLACE,http://pleiades.stoa.org/places/511285,"Kalpe|Kalpe, Kirpe",-0550/0300,41.1435155,30.1965195,settlement,VERIFIED,Calpe|location|referenced,https://en.wikipedia.org/wiki/Calpe_(Bithynia).,location,,,referenced,,,,
3a4fe155-443b-4fef-a4df-85efe2c06228,anabasis_book6_english.txt,Arcadians,char-offset:26250,PLACE,http://pleiades.stoa.org/places/570102,Arcadia,-0750/0300,37.56741927,22.1653231,region,VERIFIED,Arcadia|collective|ethnic|region,https://en.wikipedia.org/wiki/Arcadia_(region).,collective,ethnic,region,,,,,
b44729b8-3205-47a9-a2e3-24286444de20,anabasis_book6_english.txt,Xenophon,char-offset:26272,PERSON,,,,,,,,Xenophon|person,https://en.wikipedia.org/wiki/Xenophon.,person,,,,,,,
4c0b6e63-40b5-40c5-8315-3cfa94f101c3,anabasis_book6_english.txt,Calpe Harbour,char-offset:27030,PLACE,http://pleiades.stoa.org/places/511285,"Kalpe|Kalpe, Kirpe",-0550/0300,41.1435155,30.1965195,settlement,VERIFIED,Calpe|location|referenced,https://en.wikipedia.org/wiki/Calpe_(Bithynia).,location,,,referenced,,,,
e88dc35a-bb3d-4d77-b4de-e1154079a2eb,anabasis_book6_english.txt,Thrace-in-Asia,char-offset:27059,PLACE,,,,,,,NOT_IDENTIFIABLE,thrace-in-asia|location|region|ambiguous,thrace-in-asia,location,,region,,ambiguous,"Xenophon identities the area from the Bosphorus to Heracleia Pontus as 'Thrace-in-Asia'. He seems to be the only classical author to make this distinction, as this region is typically northwestern Bythinia.",,
